indice_tiempo,region_de_destino,categoria_del_hotel,tarifa_media_diaria_en_usd,observaciones
2022-04-01,Córdoba,Para Hoteles,74.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Córdoba,Total,62.1,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Litoral,1 y 2 estrellas,25.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Litoral,3 estrellas/boutiques/aparts,39.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Litoral,4 y 5 estrellas,87.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Litoral,Para Hoteles,39.67,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Litoral,Total,61.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Norte,1 y 2 estrellas,42.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Norte,3 estrellas/boutiques/aparts,67.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Norte,4 y 5 estrellas,96.64,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Norte,Para Hoteles,35.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Norte,Total,66.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Patagonia,1 y 2 estrellas,62.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Patagonia,3 estrellas/boutiques/aparts,66.77,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Patagonia,4 y 5 estrellas,126.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Patagonia,Para Hoteles,54.14,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-04-01,Patagonia,Total,84.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Buenos Aires,1 y 2 estrellas,29.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Buenos Aires,3 estrellas/boutiques/aparts,71.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Buenos Aires,4 y 5 estrellas,85.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Buenos Aires,Para Hoteles,37.48,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Buenos Aires,Total,59.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,3 estrellas/boutiques/aparts,55.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,CABA,4 y 5 estrellas,86.64,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,Total,67.31,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Cuyo,1 y 2 estrellas,35.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Cuyo,3 estrellas/boutiques/aparts,40.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Cuyo,4 y 5 estrellas,94.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Cuyo,Para Hoteles,26.46,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Cuyo,Total,57.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Córdoba,1 y 2 estrellas,34.22,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Córdoba,3 estrellas/boutiques/aparts,57.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Córdoba,4 y 5 estrellas,71.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Córdoba,Para Hoteles,72.6,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Córdoba,Total,58.31,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Litoral,1 y 2 estrellas,23.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Litoral,3 estrellas/boutiques/aparts,40.65,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Litoral,4 y 5 estrellas,78.59,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Litoral,Para Hoteles,35.82,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Litoral,Total,57.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Norte,1 y 2 estrellas,39.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Norte,3 estrellas/boutiques/aparts,53.67,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Norte,4 y 5 estrellas,91.86,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Norte,Para Hoteles,34.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Norte,Total,60.86,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Patagonia,1 y 2 estrellas,50.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Patagonia,3 estrellas/boutiques/aparts,65.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Patagonia,4 y 5 estrellas,110.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Patagonia,Para Hoteles,54.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-05-01,Patagonia,Total,75.77,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Buenos Aires,1 y 2 estrellas,29.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Buenos Aires,3 estrellas/boutiques/aparts,63.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Buenos Aires,4 y 5 estrellas,73.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Buenos Aires,Para Hoteles,40.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Buenos Aires,Total,54.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,CABA,3 estrellas/boutiques/aparts,55.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,CABA,4 y 5 estrellas,97.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,CABA,Total,72.65,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Cuyo,1 y 2 estrellas,34.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Cuyo,3 estrellas/boutiques/aparts,42.09,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Cuyo,4 y 5 estrellas,100.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Cuyo,Para Hoteles,29.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Cuyo,Total,60.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Córdoba,1 y 2 estrellas,38.52,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Córdoba,3 estrellas/boutiques/aparts,59.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Córdoba,4 y 5 estrellas,78.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Córdoba,Para Hoteles,75.48,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Córdoba,Total,62.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Litoral,1 y 2 estrellas,25.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Litoral,3 estrellas/boutiques/aparts,38.59,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Litoral,4 y 5 estrellas,80.94,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Litoral,Para Hoteles,32.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Litoral,Total,57.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Norte,1 y 2 estrellas,38.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Norte,3 estrellas/boutiques/aparts,56.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Norte,4 y 5 estrellas,99.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Norte,Para Hoteles,36.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Norte,Total,62.84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Patagonia,1 y 2 estrellas,56.04,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Patagonia,3 estrellas/boutiques/aparts,72.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Patagonia,4 y 5 estrellas,130.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Patagonia,Para Hoteles,49.29,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-06-01,Patagonia,Total,83.62,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Buenos Aires,1 y 2 estrellas,40,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Buenos Aires,3 estrellas/boutiques/aparts,72.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Buenos Aires,4 y 5 estrellas,82.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Buenos Aires,Para Hoteles,61.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Buenos Aires,Total,66.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,CABA,3 estrellas/boutiques/aparts,62.77,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,CABA,4 y 5 estrellas,109.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,CABA,Total,84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Cuyo,1 y 2 estrellas,38.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Cuyo,3 estrellas/boutiques/aparts,56.86,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Cuyo,4 y 5 estrellas,145.82,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Cuyo,Para Hoteles,46.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Cuyo,Total,82.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Córdoba,1 y 2 estrellas,39.85,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Córdoba,3 estrellas/boutiques/aparts,78.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Córdoba,4 y 5 estrellas,82.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Córdoba,Para Hoteles,86.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Córdoba,Total,71.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Litoral,1 y 2 estrellas,26.09,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Litoral,3 estrellas/boutiques/aparts,46.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Litoral,4 y 5 estrellas,93.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Litoral,Para Hoteles,41.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Litoral,Total,65.25,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Norte,1 y 2 estrellas,52.65,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Norte,3 estrellas/boutiques/aparts,79.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Norte,4 y 5 estrellas,113.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Norte,Para Hoteles,42.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Norte,Total,74.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Patagonia,1 y 2 estrellas,111.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Patagonia,3 estrellas/boutiques/aparts,105.04,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Patagonia,4 y 5 estrellas,205.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Patagonia,Para Hoteles,81.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-07-01,Patagonia,Total,129.7,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Buenos Aires,1 y 2 estrellas,25.01,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Buenos Aires,3 estrellas/boutiques/aparts,71.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Buenos Aires,4 y 5 estrellas,79.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Buenos Aires,Para Hoteles,37.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Buenos Aires,Total,56.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,CABA,3 estrellas/boutiques/aparts,67.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,CABA,4 y 5 estrellas,102.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,CABA,Total,81.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Cuyo,1 y 2 estrellas,35.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Cuyo,3 estrellas/boutiques/aparts,58.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Cuyo,4 y 5 estrellas,136.91,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Cuyo,Para Hoteles,33.18,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Cuyo,Total,83.36,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Córdoba,1 y 2 estrellas,36.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Córdoba,3 estrellas/boutiques/aparts,63.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Córdoba,4 y 5 estrellas,75.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Córdoba,Para Hoteles,65.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Córdoba,Total,59.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Litoral,1 y 2 estrellas,26.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Litoral,3 estrellas/boutiques/aparts,43.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Litoral,4 y 5 estrellas,83.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Litoral,Para Hoteles,44.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Litoral,Total,61.1,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Norte,1 y 2 estrellas,53.71,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Norte,3 estrellas/boutiques/aparts,70.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Norte,4 y 5 estrellas,123.94,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Norte,Para Hoteles,40.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Norte,Total,77.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Patagonia,1 y 2 estrellas,77.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Patagonia,3 estrellas/boutiques/aparts,101.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Patagonia,4 y 5 estrellas,177.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Patagonia,Para Hoteles,77.22,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-08-01,Patagonia,Total,114.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Buenos Aires,1 y 2 estrellas,35.19,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Buenos Aires,3 estrellas/boutiques/aparts,73.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Buenos Aires,4 y 5 estrellas,84.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Buenos Aires,Para Hoteles,36.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Buenos Aires,Total,57.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,CABA,3 estrellas/boutiques/aparts,67.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,CABA,4 y 5 estrellas,112.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,CABA,Total,87.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Cuyo,1 y 2 estrellas,41.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Cuyo,3 estrellas/boutiques/aparts,47.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Cuyo,4 y 5 estrellas,107.62,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Cuyo,Para Hoteles,29.97,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Cuyo,Total,67.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Córdoba,1 y 2 estrellas,34.85,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Córdoba,3 estrellas/boutiques/aparts,61.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Córdoba,4 y 5 estrellas,80.19,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Córdoba,Para Hoteles,64,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Córdoba,Total,58.97,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Litoral,1 y 2 estrellas,26.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Litoral,3 estrellas/boutiques/aparts,45.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Litoral,4 y 5 estrellas,99.7,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Litoral,Para Hoteles,41.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Litoral,Total,68.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Norte,1 y 2 estrellas,46.19,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Norte,3 estrellas/boutiques/aparts,66.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Norte,4 y 5 estrellas,125.3,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Norte,Para Hoteles,39.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Norte,Total,76.02,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Patagonia,1 y 2 estrellas,74.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Patagonia,3 estrellas/boutiques/aparts,95.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Patagonia,4 y 5 estrellas,167.18,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Patagonia,Para Hoteles,66.62,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-09-01,Patagonia,Total,107.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Buenos Aires,1 y 2 estrellas,34.6,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Buenos Aires,3 estrellas/boutiques/aparts,73.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Buenos Aires,4 y 5 estrellas,92.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Buenos Aires,Para Hoteles,35.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Buenos Aires,Total,57.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-10-01,CABA,3 estrellas/boutiques/aparts,75.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,CABA,4 y 5 estrellas,124.19,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-10-01,CABA,Total,98.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Cuyo,1 y 2 estrellas,43.62,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Cuyo,3 estrellas/boutiques/aparts,50.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Cuyo,4 y 5 estrellas,115.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Cuyo,Para Hoteles,43.64,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Cuyo,Total,72.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Córdoba,1 y 2 estrellas,35.41,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Córdoba,3 estrellas/boutiques/aparts,64.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Córdoba,4 y 5 estrellas,77.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Córdoba,Para Hoteles,71.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Córdoba,Total,60.01,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Litoral,1 y 2 estrellas,25.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Litoral,3 estrellas/boutiques/aparts,45.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Litoral,4 y 5 estrellas,100.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Litoral,Para Hoteles,42.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Litoral,Total,69.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Norte,1 y 2 estrellas,44.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Norte,3 estrellas/boutiques/aparts,65.41,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Norte,4 y 5 estrellas,124.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Norte,Para Hoteles,38.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Norte,Total,75.19,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Patagonia,1 y 2 estrellas,66.01,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Patagonia,3 estrellas/boutiques/aparts,84.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Patagonia,4 y 5 estrellas,133.85,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Patagonia,Para Hoteles,60.8,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-10-01,Patagonia,Total,90.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Buenos Aires,1 y 2 estrellas,36.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Buenos Aires,3 estrellas/boutiques/aparts,72.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Buenos Aires,4 y 5 estrellas,97.3,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Buenos Aires,Para Hoteles,40.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Buenos Aires,Total,61.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-11-01,CABA,3 estrellas/boutiques/aparts,83.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,CABA,4 y 5 estrellas,132.07,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-11-01,CABA,Total,104.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Cuyo,1 y 2 estrellas,42.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Cuyo,3 estrellas/boutiques/aparts,50.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Cuyo,4 y 5 estrellas,111.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Cuyo,Para Hoteles,34.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
