indice_tiempo,region_de_destino,categoria_del_hotel,tarifa_media_diaria_en_usd,observaciones
2018-03-01,Patagonia,Total,82.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Buenos Aires,1 y 2 estrellas,29.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Buenos Aires,3 estrellas/boutiques/aparts,73.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Buenos Aires,4 y 5 estrellas,88.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Buenos Aires,Para Hoteles,41.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Buenos Aires,Total,59.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,CABA,1 y 2 estrellas,38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,CABA,3 estrellas/boutiques/aparts,66.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,CABA,4 y 5 estrellas,112.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,CABA,Para Hoteles,21.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,CABA,Total,79.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Cuyo,1 y 2 estrellas,38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Cuyo,3 estrellas/boutiques/aparts,62.18,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Cuyo,4 y 5 estrellas,96.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Cuyo,Para Hoteles,26.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Cuyo,Total,64.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Córdoba,1 y 2 estrellas,44.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Córdoba,3 estrellas/boutiques/aparts,59.29,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Córdoba,4 y 5 estrellas,75.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Córdoba,Para Hoteles,61.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Córdoba,Total,58.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Litoral,1 y 2 estrellas,39.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Litoral,3 estrellas/boutiques/aparts,54.3,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Litoral,4 y 5 estrellas,81.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Litoral,Para Hoteles,36.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Litoral,Total,59.1,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Norte,1 y 2 estrellas,47.6,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Norte,3 estrellas/boutiques/aparts,69.01,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Norte,4 y 5 estrellas,95.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Norte,Para Hoteles,33.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Norte,Total,64.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Patagonia,1 y 2 estrellas,57.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Patagonia,3 estrellas/boutiques/aparts,71.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Patagonia,4 y 5 estrellas,107.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Patagonia,Para Hoteles,44.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-04-01,Patagonia,Total,73.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Buenos Aires,1 y 2 estrellas,18.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Buenos Aires,3 estrellas/boutiques/aparts,52.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Buenos Aires,4 y 5 estrellas,69.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Buenos Aires,Para Hoteles,31.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Buenos Aires,Total,43.1,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,CABA,1 y 2 estrellas,33.41,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,CABA,3 estrellas/boutiques/aparts,59.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,CABA,4 y 5 estrellas,99.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,CABA,Para Hoteles,20.61,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,CABA,Total,70.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Cuyo,1 y 2 estrellas,31.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Cuyo,3 estrellas/boutiques/aparts,50.36,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Cuyo,4 y 5 estrellas,85.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Cuyo,Para Hoteles,20.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Cuyo,Total,56.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Córdoba,1 y 2 estrellas,35.94,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Córdoba,3 estrellas/boutiques/aparts,50.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Córdoba,4 y 5 estrellas,67.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Córdoba,Para Hoteles,50.59,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Córdoba,Total,49.36,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Litoral,1 y 2 estrellas,33.82,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Litoral,3 estrellas/boutiques/aparts,47.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Litoral,4 y 5 estrellas,68.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Litoral,Para Hoteles,29.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Litoral,Total,50.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Norte,1 y 2 estrellas,37.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Norte,3 estrellas/boutiques/aparts,59.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Norte,4 y 5 estrellas,78.86,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Norte,Para Hoteles,26.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Norte,Total,53.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Patagonia,1 y 2 estrellas,42.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Patagonia,3 estrellas/boutiques/aparts,58.84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Patagonia,4 y 5 estrellas,95.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Patagonia,Para Hoteles,39.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-05-01,Patagonia,Total,63.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Buenos Aires,1 y 2 estrellas,16.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Buenos Aires,3 estrellas/boutiques/aparts,48.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Buenos Aires,4 y 5 estrellas,57.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Buenos Aires,Para Hoteles,27.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Buenos Aires,Total,37.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,CABA,1 y 2 estrellas,31.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,CABA,3 estrellas/boutiques/aparts,56.01,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,CABA,4 y 5 estrellas,97.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,CABA,Para Hoteles,19.97,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,CABA,Total,67.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Cuyo,1 y 2 estrellas,28.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Cuyo,3 estrellas/boutiques/aparts,45.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Cuyo,4 y 5 estrellas,78.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Cuyo,Para Hoteles,18.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Cuyo,Total,51.6,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Córdoba,1 y 2 estrellas,32.44,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Córdoba,3 estrellas/boutiques/aparts,45.4,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Córdoba,4 y 5 estrellas,62.82,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Córdoba,Para Hoteles,41.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Córdoba,Total,43.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Litoral,1 y 2 estrellas,31.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Litoral,3 estrellas/boutiques/aparts,44.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Litoral,4 y 5 estrellas,62.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Litoral,Para Hoteles,24.29,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Litoral,Total,45.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Norte,1 y 2 estrellas,35.1,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Norte,3 estrellas/boutiques/aparts,56.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Norte,4 y 5 estrellas,71.18,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Norte,Para Hoteles,25.65,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Norte,Total,50.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Patagonia,1 y 2 estrellas,41.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Patagonia,3 estrellas/boutiques/aparts,54.07,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Patagonia,4 y 5 estrellas,88.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Patagonia,Para Hoteles,39.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-06-01,Patagonia,Total,59.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Buenos Aires,1 y 2 estrellas,19.02,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Buenos Aires,3 estrellas/boutiques/aparts,55.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Buenos Aires,4 y 5 estrellas,64.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Buenos Aires,Para Hoteles,35.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Buenos Aires,Total,44.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,CABA,1 y 2 estrellas,33.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,CABA,3 estrellas/boutiques/aparts,56.91,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,CABA,4 y 5 estrellas,90.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,CABA,Para Hoteles,20.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,CABA,Total,65.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Cuyo,1 y 2 estrellas,32.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Cuyo,3 estrellas/boutiques/aparts,53.44,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Cuyo,4 y 5 estrellas,83.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Cuyo,Para Hoteles,25.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Cuyo,Total,55.51,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Córdoba,1 y 2 estrellas,33.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Córdoba,3 estrellas/boutiques/aparts,52.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Córdoba,4 y 5 estrellas,68.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Córdoba,Para Hoteles,61.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Córdoba,Total,52.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Litoral,1 y 2 estrellas,30.4,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Litoral,3 estrellas/boutiques/aparts,47.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Litoral,4 y 5 estrellas,69.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Litoral,Para Hoteles,32.45,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Litoral,Total,50.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Norte,1 y 2 estrellas,39.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Norte,3 estrellas/boutiques/aparts,61.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Norte,4 y 5 estrellas,80.8,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Norte,Para Hoteles,28.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Norte,Total,53.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Patagonia,1 y 2 estrellas,58.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Patagonia,3 estrellas/boutiques/aparts,72.86,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Patagonia,4 y 5 estrellas,145.36,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Patagonia,Para Hoteles,58.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-07-01,Patagonia,Total,85.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Buenos Aires,1 y 2 estrellas,17.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Buenos Aires,3 estrellas/boutiques/aparts,46.07,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Buenos Aires,4 y 5 estrellas,58.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Buenos Aires,Para Hoteles,25.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Buenos Aires,Total,37.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,CABA,1 y 2 estrellas,30.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,CABA,3 estrellas/boutiques/aparts,55.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,CABA,4 y 5 estrellas,96.79,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,CABA,Para Hoteles,19.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,CABA,Total,67.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Cuyo,1 y 2 estrellas,26.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Cuyo,3 estrellas/boutiques/aparts,44.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Cuyo,4 y 5 estrellas,75.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Cuyo,Para Hoteles,17.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Cuyo,Total,50.09,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Córdoba,1 y 2 estrellas,27.52,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Córdoba,3 estrellas/boutiques/aparts,41.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Córdoba,4 y 5 estrellas,61.07,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Córdoba,Para Hoteles,45.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Córdoba,Total,41.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Litoral,1 y 2 estrellas,26.84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Litoral,3 estrellas/boutiques/aparts,42.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Litoral,4 y 5 estrellas,62.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Litoral,Para Hoteles,27.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Litoral,Total,45.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Norte,1 y 2 estrellas,36.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Norte,3 estrellas/boutiques/aparts,54.02,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Norte,4 y 5 estrellas,71.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Norte,Para Hoteles,25.51,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Norte,Total,49.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Patagonia,1 y 2 estrellas,55.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Patagonia,3 estrellas/boutiques/aparts,64.31,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Patagonia,4 y 5 estrellas,113.6,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Patagonia,Para Hoteles,45.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-08-01,Patagonia,Total,71.01,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Buenos Aires,1 y 2 estrellas,15.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Buenos Aires,3 estrellas/boutiques/aparts,37.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Buenos Aires,4 y 5 estrellas,51.48,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Buenos Aires,Para Hoteles,21.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Buenos Aires,Total,31.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,CABA,1 y 2 estrellas,24.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,CABA,3 estrellas/boutiques/aparts,51.25,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,CABA,4 y 5 estrellas,94.52,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,CABA,Para Hoteles,15.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,CABA,Total,65.31,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Cuyo,1 y 2 estrellas,20.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Cuyo,3 estrellas/boutiques/aparts,36.3,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Cuyo,4 y 5 estrellas,70.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Cuyo,Para Hoteles,13.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Cuyo,Total,43.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Córdoba,1 y 2 estrellas,20.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Córdoba,3 estrellas/boutiques/aparts,33.82,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Córdoba,4 y 5 estrellas,48.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Córdoba,Para Hoteles,33.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Córdoba,Total,32.22,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Litoral,1 y 2 estrellas,22.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Litoral,3 estrellas/boutiques/aparts,35.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Litoral,4 y 5 estrellas,53.04,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Litoral,Para Hoteles,22.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Litoral,Total,38.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Norte,1 y 2 estrellas,26.3,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Norte,3 estrellas/boutiques/aparts,40.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Norte,4 y 5 estrellas,56.97,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Norte,Para Hoteles,19.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Norte,Total,37.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Patagonia,1 y 2 estrellas,30.46,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Patagonia,3 estrellas/boutiques/aparts,48.84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Patagonia,4 y 5 estrellas,95.4,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Patagonia,Para Hoteles,33.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-09-01,Patagonia,Total,55.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Buenos Aires,1 y 2 estrellas,15.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Buenos Aires,3 estrellas/boutiques/aparts,38.09,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Buenos Aires,4 y 5 estrellas,57.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Buenos Aires,Para Hoteles,21.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Buenos Aires,Total,33.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,CABA,1 y 2 estrellas,27.51,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,CABA,3 estrellas/boutiques/aparts,60.86,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,CABA,4 y 5 estrellas,113.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,CABA,Para Hoteles,16.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,CABA,Total,80.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Cuyo,1 y 2 estrellas,22.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Cuyo,3 estrellas/boutiques/aparts,38.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Cuyo,4 y 5 estrellas,72.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Cuyo,Para Hoteles,15.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Cuyo,Total,44.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Córdoba,1 y 2 estrellas,24.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Córdoba,3 estrellas/boutiques/aparts,37.97,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Córdoba,4 y 5 estrellas,50.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Córdoba,Para Hoteles,42.59,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Córdoba,Total,36.8,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Litoral,1 y 2 estrellas,28.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Litoral,3 estrellas/boutiques/aparts,36.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Litoral,4 y 5 estrellas,59.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Litoral,Para Hoteles,24.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Litoral,Total,41.7,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Norte,1 y 2 estrellas,27.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Norte,3 estrellas/boutiques/aparts,39.45,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Norte,4 y 5 estrellas,57.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
