indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo,observaciones
2021-01-01,Córdoba,Para Hoteles,2142,""
2021-01-01,Litoral,1 y 2 estrellas,375,""
2021-01-01,Litoral,3 estrellas/boutiques/aparts,1112,""
2021-01-01,Litoral,4 y 5 estrellas,2709,""
2021-01-01,Litoral,Para Hoteles,1052,""
2021-01-01,Norte,1 y 2 estrellas,397,""
2021-01-01,Norte,3 estrellas/boutiques/aparts,961,""
2021-01-01,Norte,4 y 5 estrellas,1539,""
2021-01-01,Norte,Para Hoteles,1087,""
2021-01-01,Patagonia,1 y 2 estrellas,923,""
2021-01-01,Patagonia,3 estrellas/boutiques/aparts,2362,""
2021-01-01,Patagonia,4 y 5 estrellas,3315,""
2021-01-01,Patagonia,Para Hoteles,2230,""
2021-02-01,Buenos Aires,1 y 2 estrellas,1236,""
2021-02-01,Buenos Aires,3 estrellas/boutiques/aparts,2391,""
2021-02-01,Buenos Aires,4 y 5 estrellas,1740,""
2021-02-01,Buenos Aires,Para Hoteles,2430,""
2021-02-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-02-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-02-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-02-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-02-01,Cuyo,1 y 2 estrellas,742,""
2021-02-01,Cuyo,3 estrellas/boutiques/aparts,1282,""
2021-02-01,Cuyo,4 y 5 estrellas,2496,""
2021-02-01,Cuyo,Para Hoteles,700,""
2021-02-01,Córdoba,1 y 2 estrellas,1093,""
2021-02-01,Córdoba,3 estrellas/boutiques/aparts,1385,""
2021-02-01,Córdoba,4 y 5 estrellas,444,""
2021-02-01,Córdoba,Para Hoteles,2144,""
2021-02-01,Litoral,1 y 2 estrellas,380,""
2021-02-01,Litoral,3 estrellas/boutiques/aparts,1105,""
2021-02-01,Litoral,4 y 5 estrellas,2469,""
2021-02-01,Litoral,Para Hoteles,1102,""
2021-02-01,Norte,1 y 2 estrellas,455,""
2021-02-01,Norte,3 estrellas/boutiques/aparts,981,""
2021-02-01,Norte,4 y 5 estrellas,1695,""
2021-02-01,Norte,Para Hoteles,1129,""
2021-02-01,Patagonia,1 y 2 estrellas,873,""
2021-02-01,Patagonia,3 estrellas/boutiques/aparts,2235,""
2021-02-01,Patagonia,4 y 5 estrellas,3910,""
2021-02-01,Patagonia,Para Hoteles,2122,""
2021-03-01,Buenos Aires,1 y 2 estrellas,924,""
2021-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2031,""
2021-03-01,Buenos Aires,4 y 5 estrellas,1628,""
2021-03-01,Buenos Aires,Para Hoteles,2022,""
2021-03-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-03-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-03-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-03-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-03-01,Cuyo,1 y 2 estrellas,777,""
2021-03-01,Cuyo,3 estrellas/boutiques/aparts,1295,""
2021-03-01,Cuyo,4 y 5 estrellas,2267,""
2021-03-01,Cuyo,Para Hoteles,639,""
2021-03-01,Córdoba,1 y 2 estrellas,945,""
2021-03-01,Córdoba,3 estrellas/boutiques/aparts,1374,""
2021-03-01,Córdoba,4 y 5 estrellas,429,""
2021-03-01,Córdoba,Para Hoteles,1970,""
2021-03-01,Litoral,1 y 2 estrellas,389,""
2021-03-01,Litoral,3 estrellas/boutiques/aparts,1010,""
2021-03-01,Litoral,4 y 5 estrellas,2503,""
2021-03-01,Litoral,Para Hoteles,1089,""
2021-03-01,Norte,1 y 2 estrellas,628,""
2021-03-01,Norte,3 estrellas/boutiques/aparts,1256,""
2021-03-01,Norte,4 y 5 estrellas,1829,""
2021-03-01,Norte,Para Hoteles,1137,""
2021-03-01,Patagonia,1 y 2 estrellas,927,""
2021-03-01,Patagonia,3 estrellas/boutiques/aparts,2309,""
2021-03-01,Patagonia,4 y 5 estrellas,3067,""
2021-03-01,Patagonia,Para Hoteles,1920,""
2021-04-01,Buenos Aires,1 y 2 estrellas,776,""
2021-04-01,Buenos Aires,3 estrellas/boutiques/aparts,1757,""
2021-04-01,Buenos Aires,4 y 5 estrellas,1655,""
2021-04-01,Buenos Aires,Para Hoteles,1758,""
2021-04-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-04-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-04-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-04-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-04-01,Cuyo,1 y 2 estrellas,811,""
2021-04-01,Cuyo,3 estrellas/boutiques/aparts,1385,""
2021-04-01,Cuyo,4 y 5 estrellas,2110,""
2021-04-01,Cuyo,Para Hoteles,676,""
2021-04-01,Córdoba,1 y 2 estrellas,903,""
2021-04-01,Córdoba,3 estrellas/boutiques/aparts,1296,""
2021-04-01,Córdoba,4 y 5 estrellas,540,""
2021-04-01,Córdoba,Para Hoteles,2030,""
2021-04-01,Litoral,1 y 2 estrellas,379,""
2021-04-01,Litoral,3 estrellas/boutiques/aparts,1086,""
2021-04-01,Litoral,4 y 5 estrellas,2972,""
2021-04-01,Litoral,Para Hoteles,961,""
2021-04-01,Norte,1 y 2 estrellas,591,""
2021-04-01,Norte,3 estrellas/boutiques/aparts,1145,""
2021-04-01,Norte,4 y 5 estrellas,1982,""
2021-04-01,Norte,Para Hoteles,1111,""
2021-04-01,Patagonia,1 y 2 estrellas,1317,""
2021-04-01,Patagonia,3 estrellas/boutiques/aparts,1965,""
2021-04-01,Patagonia,4 y 5 estrellas,3447,""
2021-04-01,Patagonia,Para Hoteles,1613,""
2021-05-01,Buenos Aires,1 y 2 estrellas,390,""
2021-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1068,""
2021-05-01,Buenos Aires,4 y 5 estrellas,979,""
2021-05-01,Buenos Aires,Para Hoteles,1060,""
2021-05-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-05-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-05-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-05-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-05-01,Cuyo,1 y 2 estrellas,802,""
2021-05-01,Cuyo,3 estrellas/boutiques/aparts,1229,""
2021-05-01,Cuyo,4 y 5 estrellas,2147,""
2021-05-01,Cuyo,Para Hoteles,477,""
2021-05-01,Córdoba,1 y 2 estrellas,598,""
2021-05-01,Córdoba,3 estrellas/boutiques/aparts,1116,""
2021-05-01,Córdoba,4 y 5 estrellas,486,""
2021-05-01,Córdoba,Para Hoteles,1656,""
2021-05-01,Litoral,1 y 2 estrellas,364,""
2021-05-01,Litoral,3 estrellas/boutiques/aparts,1077,""
2021-05-01,Litoral,4 y 5 estrellas,2938,""
2021-05-01,Litoral,Para Hoteles,1007,""
2021-05-01,Norte,1 y 2 estrellas,594,""
2021-05-01,Norte,3 estrellas/boutiques/aparts,1241,""
2021-05-01,Norte,4 y 5 estrellas,1825,""
2021-05-01,Norte,Para Hoteles,1137,""
2021-05-01,Patagonia,1 y 2 estrellas,790,""
2021-05-01,Patagonia,3 estrellas/boutiques/aparts,1472,""
2021-05-01,Patagonia,4 y 5 estrellas,2825,""
2021-05-01,Patagonia,Para Hoteles,1212,""
2021-06-01,Buenos Aires,1 y 2 estrellas,333,""
2021-06-01,Buenos Aires,3 estrellas/boutiques/aparts,929,""
2021-06-01,Buenos Aires,4 y 5 estrellas,808,""
2021-06-01,Buenos Aires,Para Hoteles,1053,""
2021-06-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-06-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-06-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-06-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-06-01,Cuyo,1 y 2 estrellas,754,""
2021-06-01,Cuyo,3 estrellas/boutiques/aparts,1131,""
2021-06-01,Cuyo,4 y 5 estrellas,2439,""
2021-06-01,Cuyo,Para Hoteles,486,""
2021-06-01,Córdoba,1 y 2 estrellas,291,""
2021-06-01,Córdoba,3 estrellas/boutiques/aparts,1043,""
2021-06-01,Córdoba,4 y 5 estrellas,306,""
2021-06-01,Córdoba,Para Hoteles,631,""
2021-06-01,Litoral,1 y 2 estrellas,391,""
2021-06-01,Litoral,3 estrellas/boutiques/aparts,1055,""
2021-06-01,Litoral,4 y 5 estrellas,2883,""
2021-06-01,Litoral,Para Hoteles,907,""
2021-06-01,Norte,1 y 2 estrellas,544,""
2021-06-01,Norte,3 estrellas/boutiques/aparts,1104,""
2021-06-01,Norte,4 y 5 estrellas,1970,""
2021-06-01,Norte,Para Hoteles,1091,""
2021-06-01,Patagonia,1 y 2 estrellas,670,""
2021-06-01,Patagonia,3 estrellas/boutiques/aparts,1752,""
2021-06-01,Patagonia,4 y 5 estrellas,2388,""
2021-06-01,Patagonia,Para Hoteles,1192,""
2021-07-01,Buenos Aires,1 y 2 estrellas,378,""
2021-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1339,""
2021-07-01,Buenos Aires,4 y 5 estrellas,1217,""
2021-07-01,Buenos Aires,Para Hoteles,1364,""
2021-07-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,Cuyo,1 y 2 estrellas,744,""
2021-07-01,Cuyo,3 estrellas/boutiques/aparts,1166,""
2021-07-01,Cuyo,4 y 5 estrellas,2570,""
2021-07-01,Cuyo,Para Hoteles,580,""
2021-07-01,Córdoba,1 y 2 estrellas,681,""
2021-07-01,Córdoba,3 estrellas/boutiques/aparts,1280,""
2021-07-01,Córdoba,4 y 5 estrellas,534,""
2021-07-01,Córdoba,Para Hoteles,1892,""
2021-07-01,Litoral,1 y 2 estrellas,357,""
2021-07-01,Litoral,3 estrellas/boutiques/aparts,1061,""
2021-07-01,Litoral,4 y 5 estrellas,2862,""
2021-07-01,Litoral,Para Hoteles,968,""
2021-07-01,Norte,1 y 2 estrellas,682,""
2021-07-01,Norte,3 estrellas/boutiques/aparts,1261,""
2021-07-01,Norte,4 y 5 estrellas,2014,""
2021-07-01,Norte,Para Hoteles,1226,""
2021-07-01,Patagonia,1 y 2 estrellas,1022,""
2021-07-01,Patagonia,3 estrellas/boutiques/aparts,2193,""
2021-07-01,Patagonia,4 y 5 estrellas,4254,""
2021-07-01,Patagonia,Para Hoteles,1938,""
2021-08-01,Buenos Aires,1 y 2 estrellas,417,""
2021-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1371,""
2021-08-01,Buenos Aires,4 y 5 estrellas,1683,""
2021-08-01,Buenos Aires,Para Hoteles,1279,""
2021-08-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,Cuyo,1 y 2 estrellas,777,""
2021-08-01,Cuyo,3 estrellas/boutiques/aparts,1217,""
2021-08-01,Cuyo,4 y 5 estrellas,2473,""
2021-08-01,Cuyo,Para Hoteles,576,""
2021-08-01,Córdoba,1 y 2 estrellas,651,""
2021-08-01,Córdoba,3 estrellas/boutiques/aparts,1318,""
2021-08-01,Córdoba,4 y 5 estrellas,537,""
2021-08-01,Córdoba,Para Hoteles,1700,""
2021-08-01,Litoral,1 y 2 estrellas,358,""
2021-08-01,Litoral,3 estrellas/boutiques/aparts,1115,""
2021-08-01,Litoral,4 y 5 estrellas,2883,""
2021-08-01,Litoral,Para Hoteles,1153,""
2021-08-01,Norte,1 y 2 estrellas,701,""
2021-08-01,Norte,3 estrellas/boutiques/aparts,1307,""
2021-08-01,Norte,4 y 5 estrellas,1950,""
2021-08-01,Norte,Para Hoteles,1223,""
2021-08-01,Patagonia,1 y 2 estrellas,1048,""
2021-08-01,Patagonia,3 estrellas/boutiques/aparts,2094,""
2021-08-01,Patagonia,4 y 5 estrellas,4257,""
2021-08-01,Patagonia,Para Hoteles,1995,""
2021-09-01,Buenos Aires,1 y 2 estrellas,432,""
2021-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1359,""
2021-09-01,Buenos Aires,4 y 5 estrellas,1349,""
2021-09-01,Buenos Aires,Para Hoteles,1314,""
2021-09-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,Cuyo,1 y 2 estrellas,850,""
2021-09-01,Cuyo,3 estrellas/boutiques/aparts,1310,""
2021-09-01,Cuyo,4 y 5 estrellas,2731,""
2021-09-01,Cuyo,Para Hoteles,558,""
2021-09-01,Córdoba,1 y 2 estrellas,581,""
2021-09-01,Córdoba,3 estrellas/boutiques/aparts,1268,""
2021-09-01,Córdoba,4 y 5 estrellas,564,""
2021-09-01,Córdoba,Para Hoteles,1900,""
2021-09-01,Litoral,1 y 2 estrellas,374,""
2021-09-01,Litoral,3 estrellas/boutiques/aparts,1137,""
2021-09-01,Litoral,4 y 5 estrellas,2954,""
2021-09-01,Litoral,Para Hoteles,1063,""
2021-09-01,Norte,1 y 2 estrellas,720,""
2021-09-01,Norte,3 estrellas/boutiques/aparts,1260,""
2021-09-01,Norte,4 y 5 estrellas,1870,""
2021-09-01,Norte,Para Hoteles,1238,""
2021-09-01,Patagonia,1 y 2 estrellas,944,""
2021-09-01,Patagonia,3 estrellas/boutiques/aparts,2018,""
2021-09-01,Patagonia,4 y 5 estrellas,4462,""
2021-09-01,Patagonia,Para Hoteles,2069,""
2021-10-01,Buenos Aires,1 y 2 estrellas,643,""
2021-10-01,Buenos Aires,3 estrellas/boutiques/aparts,1626,""
2021-10-01,Buenos Aires,4 y 5 estrellas,1730,""
2021-10-01,Buenos Aires,Para Hoteles,1780,""
2021-10-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,Cuyo,1 y 2 estrellas,889,""
2021-10-01,Cuyo,3 estrellas/boutiques/aparts,1300,""
2021-10-01,Cuyo,4 y 5 estrellas,2796,""
2021-10-01,Cuyo,Para Hoteles,586,""
2021-10-01,Córdoba,1 y 2 estrellas,848,""
2021-10-01,Córdoba,3 estrellas/boutiques/aparts,1292,""
2021-10-01,Córdoba,4 y 5 estrellas,692,""
2021-10-01,Córdoba,Para Hoteles,2101,""
2021-10-01,Litoral,1 y 2 estrellas,412,""
2021-10-01,Litoral,3 estrellas/boutiques/aparts,1141,""
2021-10-01,Litoral,4 y 5 estrellas,3281,""
2021-10-01,Litoral,Para Hoteles,1116,""
2021-10-01,Norte,1 y 2 estrellas,685,""
2021-10-01,Norte,3 estrellas/boutiques/aparts,1276,""
2021-10-01,Norte,4 y 5 estrellas,2188,""
2021-10-01,Norte,Para Hoteles,1252,""
2021-10-01,Patagonia,1 y 2 estrellas,1944,""
2021-10-01,Patagonia,3 estrellas/boutiques/aparts,2397,""
2021-10-01,Patagonia,4 y 5 estrellas,4454,""
2021-10-01,Patagonia,Para Hoteles,2013,""
2021-11-01,Buenos Aires,1 y 2 estrellas,934,""
2021-11-01,Buenos Aires,3 estrellas/boutiques/aparts,2040,""
2021-11-01,Buenos Aires,4 y 5 estrellas,2026,""
2021-11-01,Buenos Aires,Para Hoteles,1902,""
2021-11-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,Cuyo,1 y 2 estrellas,897,""
2021-11-01,Cuyo,3 estrellas/boutiques/aparts,1357,""
2021-11-01,Cuyo,4 y 5 estrellas,3058,""
2021-11-01,Cuyo,Para Hoteles,616,""
2021-11-01,Córdoba,1 y 2 estrellas,850,""
2021-11-01,Córdoba,3 estrellas/boutiques/aparts,1330,""
2021-11-01,Córdoba,4 y 5 estrellas,695,""
2021-11-01,Córdoba,Para Hoteles,1921,""
2021-11-01,Litoral,1 y 2 estrellas,401,""
2021-11-01,Litoral,3 estrellas/boutiques/aparts,1153,""
2021-11-01,Litoral,4 y 5 estrellas,3261,""
2021-11-01,Litoral,Para Hoteles,1201,""
2021-11-01,Norte,1 y 2 estrellas,707,""
2021-11-01,Norte,3 estrellas/boutiques/aparts,1284,""
2021-11-01,Norte,4 y 5 estrellas,2224,""
2021-11-01,Norte,Para Hoteles,1221,""
2021-11-01,Patagonia,1 y 2 estrellas,1914,""
2021-11-01,Patagonia,3 estrellas/boutiques/aparts,2468,""
2021-11-01,Patagonia,4 y 5 estrellas,4059,""
2021-11-01,Patagonia,Para Hoteles,2037,""
2021-12-01,Buenos Aires,1 y 2 estrellas,1356,""
2021-12-01,Buenos Aires,3 estrellas/boutiques/aparts,2800,""
2021-12-01,Buenos Aires,4 y 5 estrellas,2420,""
2021-12-01,Buenos Aires,Para Hoteles,2760,""
2021-12-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,Cuyo,1 y 2 estrellas,862,""
2021-12-01,Cuyo,3 estrellas/boutiques/aparts,1344,""
2021-12-01,Cuyo,4 y 5 estrellas,3143,""
2021-12-01,Cuyo,Para Hoteles,735,""
2021-12-01,Córdoba,1 y 2 estrellas,945,""
2021-12-01,Córdoba,3 estrellas/boutiques/aparts,1476,""
2021-12-01,Córdoba,4 y 5 estrellas,680,""
2021-12-01,Córdoba,Para Hoteles,2325,""
2021-12-01,Litoral,1 y 2 estrellas,406,""
2021-12-01,Litoral,3 estrellas/boutiques/aparts,1069,""
2021-12-01,Litoral,4 y 5 estrellas,2633,""
2021-12-01,Litoral,Para Hoteles,1259,""
2021-12-01,Norte,1 y 2 estrellas,652,""
2021-12-01,Norte,3 estrellas/boutiques/aparts,1248,""
2021-12-01,Norte,4 y 5 estrellas,2479,""
2021-12-01,Norte,Para Hoteles,1213,""
2021-12-01,Patagonia,1 y 2 estrellas,1491,""
2021-12-01,Patagonia,3 estrellas/boutiques/aparts,2539,""
2021-12-01,Patagonia,4 y 5 estrellas,4874,""
2021-12-01,Patagonia,Para Hoteles,2306,""
2022-01-01,Buenos Aires,1 y 2 estrellas,2262,""
2022-01-01,Buenos Aires,3 estrellas/boutiques/aparts,3096,""
2022-01-01,Buenos Aires,4 y 5 estrellas,2787,""
2022-01-01,Buenos Aires,Para Hoteles,3694,""
2022-01-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,CABA,3 estrellas/boutiques/aparts,2009,""
2022-01-01,CABA,4 y 5 estrellas,6797,""
2022-01-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Cuyo,1 y 2 estrellas,826,""
2022-01-01,Cuyo,3 estrellas/boutiques/aparts,1261,""
2022-01-01,Cuyo,4 y 5 estrellas,2957,""
2022-01-01,Cuyo,Para Hoteles,785,""
2022-01-01,Córdoba,1 y 2 estrellas,1054,""
2022-01-01,Córdoba,3 estrellas/boutiques/aparts,1651,""
2022-01-01,Córdoba,4 y 5 estrellas,702,""
2022-01-01,Córdoba,Para Hoteles,2479,""
2022-01-01,Litoral,1 y 2 estrellas,506,""
2022-01-01,Litoral,3 estrellas/boutiques/aparts,1125,""
2022-01-01,Litoral,4 y 5 estrellas,4128,""
2022-01-01,Litoral,Para Hoteles,1274,""
2022-01-01,Norte,1 y 2 estrellas,526,""
2022-01-01,Norte,3 estrellas/boutiques/aparts,1342,""
2022-01-01,Norte,4 y 5 estrellas,1923,""
2022-01-01,Norte,Para Hoteles,1362,""
2022-01-01,Patagonia,1 y 2 estrellas,1966,""
2022-01-01,Patagonia,3 estrellas/boutiques/aparts,2871,""
2022-01-01,Patagonia,4 y 5 estrellas,5578,""
2022-01-01,Patagonia,Para Hoteles,2742,""
2022-02-01,Buenos Aires,1 y 2 estrellas,2201,""
2022-02-01,Buenos Aires,3 estrellas/boutiques/aparts,3060,""
2022-02-01,Buenos Aires,4 y 5 estrellas,2579,""
2022-02-01,Buenos Aires,Para Hoteles,3705,""
2022-02-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,CABA,3 estrellas/boutiques/aparts,2170,""
2022-02-01,CABA,4 y 5 estrellas,6400,""
2022-02-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Cuyo,1 y 2 estrellas,915,""
2022-02-01,Cuyo,3 estrellas/boutiques/aparts,1263,""
2022-02-01,Cuyo,4 y 5 estrellas,3086,""
2022-02-01,Cuyo,Para Hoteles,747,""
2022-02-01,Córdoba,1 y 2 estrellas,1053,""
2022-02-01,Córdoba,3 estrellas/boutiques/aparts,2052,""
2022-02-01,Córdoba,4 y 5 estrellas,695,""
2022-02-01,Córdoba,Para Hoteles,2481,""
2022-02-01,Litoral,1 y 2 estrellas,474,""
2022-02-01,Litoral,3 estrellas/boutiques/aparts,1195,""
2022-02-01,Litoral,4 y 5 estrellas,4403,""
2022-02-01,Litoral,Para Hoteles,1308,""
2022-02-01,Norte,1 y 2 estrellas,560,""
2022-02-01,Norte,3 estrellas/boutiques/aparts,1346,""
2022-02-01,Norte,4 y 5 estrellas,2065,""
2022-02-01,Norte,Para Hoteles,1283,""
2022-02-01,Patagonia,1 y 2 estrellas,1913,""
2022-02-01,Patagonia,3 estrellas/boutiques/aparts,2887,""
2022-02-01,Patagonia,4 y 5 estrellas,5067,""
