indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible_en_usd,observaciones
2019-05-01,Patagonia,Para Hoteles,5.83,Calculado a valores de la cotización oficial de venta de la divisa.
2019-05-01,Patagonia,Total,18.72,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Buenos Aires,1 y 2 estrellas,2.62,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Buenos Aires,3 estrellas/boutiques/aparts,7.38,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Buenos Aires,4 y 5 estrellas,12.95,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Buenos Aires,Para Hoteles,3.85,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Buenos Aires,Total,6.28,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,CABA,1 y 2 estrellas,11.56,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,CABA,3 estrellas/boutiques/aparts,31.08,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,CABA,4 y 5 estrellas,53.66,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,CABA,Para Hoteles,7.46,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,CABA,Total,34.08,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Cuyo,1 y 2 estrellas,8.16,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Cuyo,3 estrellas/boutiques/aparts,12.64,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Cuyo,4 y 5 estrellas,29.94,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Cuyo,Para Hoteles,3.19,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Cuyo,Total,13.83,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Córdoba,1 y 2 estrellas,6.64,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Córdoba,3 estrellas/boutiques/aparts,15.36,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Córdoba,4 y 5 estrellas,21.23,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Córdoba,Para Hoteles,7.87,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Córdoba,Total,11.22,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Litoral,1 y 2 estrellas,6.93,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Litoral,3 estrellas/boutiques/aparts,15.22,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Litoral,4 y 5 estrellas,32.33,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Litoral,Para Hoteles,5.81,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Litoral,Total,16.81,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Norte,1 y 2 estrellas,9.19,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Norte,3 estrellas/boutiques/aparts,17.99,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Norte,4 y 5 estrellas,37.96,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Norte,Para Hoteles,3.87,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Norte,Total,14.74,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Patagonia,1 y 2 estrellas,12.96,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Patagonia,3 estrellas/boutiques/aparts,21.92,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Patagonia,4 y 5 estrellas,41.28,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Patagonia,Para Hoteles,8.81,Calculado a valores de la cotización oficial de venta de la divisa.
2019-06-01,Patagonia,Total,21.48,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Buenos Aires,1 y 2 estrellas,4.01,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Buenos Aires,3 estrellas/boutiques/aparts,14.49,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Buenos Aires,4 y 5 estrellas,21.27,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Buenos Aires,Para Hoteles,6.79,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Buenos Aires,Total,11.1,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,CABA,1 y 2 estrellas,16.14,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,CABA,3 estrellas/boutiques/aparts,40.01,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,CABA,4 y 5 estrellas,60.73,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,CABA,Para Hoteles,9.52,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,CABA,Total,40.25,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Cuyo,1 y 2 estrellas,15.21,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Cuyo,3 estrellas/boutiques/aparts,26.18,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Cuyo,4 y 5 estrellas,46.52,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Cuyo,Para Hoteles,8.93,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Cuyo,Total,25.15,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Córdoba,1 y 2 estrellas,11.28,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Córdoba,3 estrellas/boutiques/aparts,27.92,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Córdoba,4 y 5 estrellas,30.76,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Córdoba,Para Hoteles,21.36,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Córdoba,Total,21.15,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Litoral,1 y 2 estrellas,10.45,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Litoral,3 estrellas/boutiques/aparts,18.27,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Litoral,4 y 5 estrellas,41.83,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Litoral,Para Hoteles,10.25,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Litoral,Total,22.42,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Norte,1 y 2 estrellas,19.5,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Norte,3 estrellas/boutiques/aparts,31.78,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Norte,4 y 5 estrellas,61.65,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Norte,Para Hoteles,9.54,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Norte,Total,26.6,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Patagonia,1 y 2 estrellas,25.47,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Patagonia,3 estrellas/boutiques/aparts,48.95,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Patagonia,4 y 5 estrellas,91.88,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Patagonia,Para Hoteles,23.09,Calculado a valores de la cotización oficial de venta de la divisa.
2019-07-01,Patagonia,Total,46.67,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Buenos Aires,1 y 2 estrellas,2.77,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Buenos Aires,3 estrellas/boutiques/aparts,7.2,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Buenos Aires,4 y 5 estrellas,13.7,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Buenos Aires,Para Hoteles,4.77,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Buenos Aires,Total,6.73,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,CABA,1 y 2 estrellas,10.78,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,CABA,3 estrellas/boutiques/aparts,31.48,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,CABA,4 y 5 estrellas,53.77,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,CABA,Para Hoteles,6.71,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,CABA,Total,34.08,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Cuyo,1 y 2 estrellas,8.24,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Cuyo,3 estrellas/boutiques/aparts,14.06,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Cuyo,4 y 5 estrellas,35.75,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Cuyo,Para Hoteles,3.82,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Cuyo,Total,15.99,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Córdoba,1 y 2 estrellas,6.23,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Córdoba,3 estrellas/boutiques/aparts,15.2,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Córdoba,4 y 5 estrellas,19.44,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Córdoba,Para Hoteles,7.63,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Córdoba,Total,10.61,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Litoral,1 y 2 estrellas,8.14,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Litoral,3 estrellas/boutiques/aparts,14.06,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Litoral,4 y 5 estrellas,28.33,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Litoral,Para Hoteles,6.17,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Litoral,Total,15.66,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Norte,1 y 2 estrellas,9.95,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Norte,3 estrellas/boutiques/aparts,17.93,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Norte,4 y 5 estrellas,40.5,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Norte,Para Hoteles,4.63,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Norte,Total,15.67,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Patagonia,1 y 2 estrellas,20.93,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Patagonia,3 estrellas/boutiques/aparts,36.96,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Patagonia,4 y 5 estrellas,72.94,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Patagonia,Para Hoteles,16.76,Calculado a valores de la cotización oficial de venta de la divisa.
2019-08-01,Patagonia,Total,36.18,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Buenos Aires,1 y 2 estrellas,2.84,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Buenos Aires,3 estrellas/boutiques/aparts,7.82,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Buenos Aires,4 y 5 estrellas,13.97,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Buenos Aires,Para Hoteles,3.98,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Buenos Aires,Total,6.54,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,CABA,1 y 2 estrellas,10.47,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,CABA,3 estrellas/boutiques/aparts,32.48,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,CABA,4 y 5 estrellas,60.11,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,CABA,Para Hoteles,6.83,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,CABA,Total,37.03,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Cuyo,1 y 2 estrellas,8.6,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Cuyo,3 estrellas/boutiques/aparts,16.62,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Cuyo,4 y 5 estrellas,35.17,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Cuyo,Para Hoteles,3.62,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Cuyo,Total,16.44,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Córdoba,1 y 2 estrellas,6.68,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Córdoba,3 estrellas/boutiques/aparts,15.14,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Córdoba,4 y 5 estrellas,17.24,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Córdoba,Para Hoteles,7.15,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Córdoba,Total,10.4,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Litoral,1 y 2 estrellas,6.72,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Litoral,3 estrellas/boutiques/aparts,13.82,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Litoral,4 y 5 estrellas,24.32,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Litoral,Para Hoteles,6.71,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Litoral,Total,14.97,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Norte,1 y 2 estrellas,9.88,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Norte,3 estrellas/boutiques/aparts,15.71,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Norte,4 y 5 estrellas,41.11,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Norte,Para Hoteles,4.48,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Norte,Total,15.06,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Patagonia,1 y 2 estrellas,16.47,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Patagonia,3 estrellas/boutiques/aparts,38.6,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Patagonia,4 y 5 estrellas,61.99,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Patagonia,Para Hoteles,12.65,Calculado a valores de la cotización oficial de venta de la divisa.
2019-09-01,Patagonia,Total,32.49,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Buenos Aires,1 y 2 estrellas,3,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Buenos Aires,3 estrellas/boutiques/aparts,9.67,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Buenos Aires,4 y 5 estrellas,16.1,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Buenos Aires,Para Hoteles,4.71,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Buenos Aires,Total,7.76,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,CABA,1 y 2 estrellas,11.45,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,CABA,3 estrellas/boutiques/aparts,34.9,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,CABA,4 y 5 estrellas,62.88,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,CABA,Para Hoteles,7.15,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,CABA,Total,39.1,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Cuyo,1 y 2 estrellas,8.05,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Cuyo,3 estrellas/boutiques/aparts,15.05,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Cuyo,4 y 5 estrellas,37.73,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Cuyo,Para Hoteles,3.51,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Cuyo,Total,16.19,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Córdoba,1 y 2 estrellas,7.32,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Córdoba,3 estrellas/boutiques/aparts,16.17,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Córdoba,4 y 5 estrellas,21.88,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Córdoba,Para Hoteles,11.65,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Córdoba,Total,12.72,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Litoral,1 y 2 estrellas,6.37,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Litoral,3 estrellas/boutiques/aparts,11.93,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Litoral,4 y 5 estrellas,31.34,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Litoral,Para Hoteles,6.93,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Litoral,Total,16.08,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Norte,1 y 2 estrellas,7.24,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Norte,3 estrellas/boutiques/aparts,13.9,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Norte,4 y 5 estrellas,38.8,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Norte,Para Hoteles,4.15,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Norte,Total,13.56,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Patagonia,1 y 2 estrellas,14.9,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Patagonia,3 estrellas/boutiques/aparts,32.47,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Patagonia,4 y 5 estrellas,59.65,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Patagonia,Para Hoteles,11.9,Calculado a valores de la cotización oficial de venta de la divisa.
2019-10-01,Patagonia,Total,29.92,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Buenos Aires,1 y 2 estrellas,3.8,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Buenos Aires,3 estrellas/boutiques/aparts,15.04,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Buenos Aires,4 y 5 estrellas,26.51,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Buenos Aires,Para Hoteles,6.56,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Buenos Aires,Total,11.78,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,CABA,1 y 2 estrellas,10.66,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,CABA,3 estrellas/boutiques/aparts,39.82,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,CABA,4 y 5 estrellas,79,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,CABA,Para Hoteles,7.29,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,CABA,Total,47.55,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Cuyo,1 y 2 estrellas,8.36,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Cuyo,3 estrellas/boutiques/aparts,16.48,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Cuyo,4 y 5 estrellas,37.31,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Cuyo,Para Hoteles,3.36,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Cuyo,Total,16.45,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Córdoba,1 y 2 estrellas,7.69,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Córdoba,3 estrellas/boutiques/aparts,18.05,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Córdoba,4 y 5 estrellas,24.94,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Córdoba,Para Hoteles,8.28,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Córdoba,Total,12.54,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Litoral,1 y 2 estrellas,7.15,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Litoral,3 estrellas/boutiques/aparts,12.98,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Litoral,4 y 5 estrellas,34.69,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Litoral,Para Hoteles,6.4,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Litoral,Total,17.27,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Norte,1 y 2 estrellas,7.04,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Norte,3 estrellas/boutiques/aparts,11.75,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Norte,4 y 5 estrellas,35.95,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Norte,Para Hoteles,3.83,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Norte,Total,12.78,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Patagonia,1 y 2 estrellas,19.46,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Patagonia,3 estrellas/boutiques/aparts,41.95,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Patagonia,4 y 5 estrellas,72.08,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Patagonia,Para Hoteles,13.76,Calculado a valores de la cotización oficial de venta de la divisa.
2019-11-01,Patagonia,Total,36.47,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Buenos Aires,1 y 2 estrellas,5.8,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Buenos Aires,3 estrellas/boutiques/aparts,21.07,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Buenos Aires,4 y 5 estrellas,23.83,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Buenos Aires,Para Hoteles,10.26,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Buenos Aires,Total,14.62,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,CABA,1 y 2 estrellas,9.15,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,CABA,3 estrellas/boutiques/aparts,32.89,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,CABA,4 y 5 estrellas,65.05,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,CABA,Para Hoteles,7.12,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,CABA,Total,39.33,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Cuyo,1 y 2 estrellas,5.79,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Cuyo,3 estrellas/boutiques/aparts,11.25,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Cuyo,4 y 5 estrellas,28.62,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Cuyo,Para Hoteles,3.26,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Cuyo,Total,12.34,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Córdoba,1 y 2 estrellas,7.38,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Córdoba,3 estrellas/boutiques/aparts,17,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Córdoba,4 y 5 estrellas,18.96,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Córdoba,Para Hoteles,11.04,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Córdoba,Total,12.44,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Litoral,1 y 2 estrellas,5.37,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Litoral,3 estrellas/boutiques/aparts,11.21,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Litoral,4 y 5 estrellas,27.87,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Litoral,Para Hoteles,7.58,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Litoral,Total,14.7,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Norte,1 y 2 estrellas,4.1,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Norte,3 estrellas/boutiques/aparts,11.64,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Norte,4 y 5 estrellas,22.44,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Norte,Para Hoteles,2.97,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Norte,Total,9.23,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Patagonia,1 y 2 estrellas,18.13,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Patagonia,3 estrellas/boutiques/aparts,39.05,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Patagonia,4 y 5 estrellas,75.72,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Patagonia,Para Hoteles,15.85,Calculado a valores de la cotización oficial de venta de la divisa.
2019-12-01,Patagonia,Total,36.68,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Buenos Aires,1 y 2 estrellas,30.14,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Buenos Aires,3 estrellas/boutiques/aparts,52.58,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Buenos Aires,4 y 5 estrellas,65.45,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Buenos Aires,Para Hoteles,30.77,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Buenos Aires,Total,40.54,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,CABA,1 y 2 estrellas,8.09,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,CABA,3 estrellas/boutiques/aparts,28.25,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,CABA,4 y 5 estrellas,58.5,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,CABA,Para Hoteles,8.23,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,CABA,Total,35.82,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Cuyo,1 y 2 estrellas,10.69,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Cuyo,3 estrellas/boutiques/aparts,16.53,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Cuyo,4 y 5 estrellas,40.63,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Cuyo,Para Hoteles,9.52,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Cuyo,Total,19.17,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Córdoba,1 y 2 estrellas,18.25,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Córdoba,3 estrellas/boutiques/aparts,33.49,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Córdoba,4 y 5 estrellas,31,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Córdoba,Para Hoteles,32.63,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Córdoba,Total,28.11,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Litoral,1 y 2 estrellas,5.88,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Litoral,3 estrellas/boutiques/aparts,13.6,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Litoral,4 y 5 estrellas,33.34,Calculado a valores de la cotización oficial de venta de la divisa.
2020-01-01,Litoral,Para Hoteles,10.28,Calculado a valores de la cotización oficial de venta de la divisa.
