indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible_en_usd,observaciones
2012-08-01,Litoral,3 estrellas/boutiques/aparts,27.87,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Litoral,4 y 5 estrellas,50.41,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Litoral,Para Hoteles,10.88,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Litoral,Total,27.54,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Norte,1 y 2 estrellas,15.66,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Norte,3 estrellas/boutiques/aparts,27.77,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Norte,4 y 5 estrellas,43.35,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Norte,Para Hoteles,8.84,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Norte,Total,20.94,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Patagonia,1 y 2 estrellas,22.57,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Patagonia,3 estrellas/boutiques/aparts,43.49,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Patagonia,4 y 5 estrellas,65.24,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Patagonia,Para Hoteles,13.7,Calculado a valores de la cotización oficial de venta de la divisa.
2012-08-01,Patagonia,Total,31.99,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Buenos Aires,1 y 2 estrellas,5.92,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Buenos Aires,3 estrellas/boutiques/aparts,19.7,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Buenos Aires,4 y 5 estrellas,29.11,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Buenos Aires,Para Hoteles,9.63,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Buenos Aires,Total,13.88,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,CABA,1 y 2 estrellas,21.75,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,CABA,3 estrellas/boutiques/aparts,43.98,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,CABA,4 y 5 estrellas,72.44,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,CABA,Para Hoteles,9.11,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,CABA,Total,43.95,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Cuyo,1 y 2 estrellas,11.27,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Cuyo,3 estrellas/boutiques/aparts,24.29,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Cuyo,4 y 5 estrellas,55.37,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Cuyo,Para Hoteles,5.98,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Cuyo,Total,22.94,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Córdoba,1 y 2 estrellas,10.59,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Córdoba,3 estrellas/boutiques/aparts,21.27,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Córdoba,4 y 5 estrellas,42.55,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Córdoba,Para Hoteles,9.25,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Córdoba,Total,16.3,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Litoral,1 y 2 estrellas,15.82,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Litoral,3 estrellas/boutiques/aparts,29.78,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Litoral,4 y 5 estrellas,51.35,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Litoral,Para Hoteles,11.41,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Litoral,Total,28.5,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Norte,1 y 2 estrellas,13.75,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Norte,3 estrellas/boutiques/aparts,26.65,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Norte,4 y 5 estrellas,49.55,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Norte,Para Hoteles,9.44,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Norte,Total,21.39,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Patagonia,1 y 2 estrellas,24.06,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Patagonia,3 estrellas/boutiques/aparts,49.03,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Patagonia,4 y 5 estrellas,61.44,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Patagonia,Para Hoteles,12.25,Calculado a valores de la cotización oficial de venta de la divisa.
2012-09-01,Patagonia,Total,32.63,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Buenos Aires,1 y 2 estrellas,6.88,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Buenos Aires,3 estrellas/boutiques/aparts,16.36,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Buenos Aires,4 y 5 estrellas,30.03,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Buenos Aires,Para Hoteles,10.88,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Buenos Aires,Total,13.83,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,CABA,1 y 2 estrellas,23.69,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,CABA,3 estrellas/boutiques/aparts,46.55,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,CABA,4 y 5 estrellas,81.11,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,CABA,Para Hoteles,9.11,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,CABA,Total,48.36,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Cuyo,1 y 2 estrellas,12.94,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Cuyo,3 estrellas/boutiques/aparts,25.04,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Cuyo,4 y 5 estrellas,49.96,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Cuyo,Para Hoteles,7.18,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Cuyo,Total,22.61,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Córdoba,1 y 2 estrellas,12.71,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Córdoba,3 estrellas/boutiques/aparts,23.72,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Córdoba,4 y 5 estrellas,39.35,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Córdoba,Para Hoteles,14.03,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Córdoba,Total,18.8,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Litoral,1 y 2 estrellas,15.46,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Litoral,3 estrellas/boutiques/aparts,29.52,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Litoral,4 y 5 estrellas,54.63,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Litoral,Para Hoteles,12.38,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Litoral,Total,29.41,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Norte,1 y 2 estrellas,15.3,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Norte,3 estrellas/boutiques/aparts,26.04,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Norte,4 y 5 estrellas,48.67,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Norte,Para Hoteles,8.36,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Norte,Total,22.07,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Patagonia,1 y 2 estrellas,21.17,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Patagonia,3 estrellas/boutiques/aparts,43.84,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Patagonia,4 y 5 estrellas,52.57,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Patagonia,Para Hoteles,10.48,Calculado a valores de la cotización oficial de venta de la divisa.
2012-10-01,Patagonia,Total,28.13,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Buenos Aires,1 y 2 estrellas,8.66,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Buenos Aires,3 estrellas/boutiques/aparts,25.03,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Buenos Aires,4 y 5 estrellas,45.41,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Buenos Aires,Para Hoteles,13.93,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Buenos Aires,Total,19.37,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,CABA,1 y 2 estrellas,25.07,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,CABA,3 estrellas/boutiques/aparts,51.24,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,CABA,4 y 5 estrellas,90.49,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,CABA,Para Hoteles,9.59,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,CABA,Total,53.35,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Cuyo,1 y 2 estrellas,11.45,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Cuyo,3 estrellas/boutiques/aparts,24.93,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Cuyo,4 y 5 estrellas,49.85,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Cuyo,Para Hoteles,7.11,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Cuyo,Total,22.12,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Córdoba,1 y 2 estrellas,13.34,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Córdoba,3 estrellas/boutiques/aparts,24.53,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Córdoba,4 y 5 estrellas,43.01,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Córdoba,Para Hoteles,10.59,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Córdoba,Total,18.45,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Litoral,1 y 2 estrellas,17.22,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Litoral,3 estrellas/boutiques/aparts,27.61,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Litoral,4 y 5 estrellas,62.97,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Litoral,Para Hoteles,11.77,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Litoral,Total,31.38,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Norte,1 y 2 estrellas,13.67,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Norte,3 estrellas/boutiques/aparts,25.28,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Norte,4 y 5 estrellas,39.47,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Norte,Para Hoteles,8.62,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Norte,Total,19.73,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Patagonia,1 y 2 estrellas,20.84,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Patagonia,3 estrellas/boutiques/aparts,50.53,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Patagonia,4 y 5 estrellas,70.76,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Patagonia,Para Hoteles,13.7,Calculado a valores de la cotización oficial de venta de la divisa.
2012-11-01,Patagonia,Total,35.13,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Buenos Aires,1 y 2 estrellas,8.52,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Buenos Aires,3 estrellas/boutiques/aparts,27.27,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Buenos Aires,4 y 5 estrellas,45.99,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Buenos Aires,Para Hoteles,15.42,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Buenos Aires,Total,19.93,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,CABA,1 y 2 estrellas,18.25,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,CABA,3 estrellas/boutiques/aparts,41.34,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,CABA,4 y 5 estrellas,73.84,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,CABA,Para Hoteles,9.14,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,CABA,Total,43.58,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Cuyo,1 y 2 estrellas,9.53,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Cuyo,3 estrellas/boutiques/aparts,21.02,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Cuyo,4 y 5 estrellas,35.03,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Cuyo,Para Hoteles,6.27,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Cuyo,Total,17.37,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Córdoba,1 y 2 estrellas,11.52,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Córdoba,3 estrellas/boutiques/aparts,23.34,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Córdoba,4 y 5 estrellas,36.88,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Córdoba,Para Hoteles,11.73,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Córdoba,Total,17.07,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Litoral,1 y 2 estrellas,15.42,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Litoral,3 estrellas/boutiques/aparts,25.05,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Litoral,4 y 5 estrellas,43.3,Calculado a valores de la cotización oficial de venta de la divisa.
2012-12-01,Litoral,Para Hoteles,11.28,Calculado a valores de la cotización oficial de venta de la divisa.
