indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2023-04-01,Norte,3 estrellas/boutiques/aparts,1396,""
2023-04-01,Norte,4 y 5 estrellas,2352,""
2023-04-01,Norte,Para Hoteles,1192,""
2023-04-01,Patagonia,1 y 2 estrellas,1138,""
2023-04-01,Patagonia,3 estrellas/boutiques/aparts,2473,""
2023-04-01,Patagonia,4 y 5 estrellas,5514,""
2023-04-01,Patagonia,Para Hoteles,1712,""
2023-05-01,Buenos Aires,1 y 2 estrellas,659,""
2023-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1682,""
2023-05-01,Buenos Aires,4 y 5 estrellas,1695,""
2023-05-01,Buenos Aires,Para Hoteles,2040,""
2023-05-01,CABA,1 y 2 estrellas,661,""
2023-05-01,CABA,3 estrellas/boutiques/aparts,2348,""
2023-05-01,CABA,4 y 5 estrellas,8489,""
2023-05-01,CABA,Para Hoteles,819,""
2023-05-01,Cuyo,1 y 2 estrellas,760,""
2023-05-01,Cuyo,3 estrellas/boutiques/aparts,1215,""
2023-05-01,Cuyo,4 y 5 estrellas,2939,""
2023-05-01,Cuyo,Para Hoteles,521,""
2023-05-01,Córdoba,1 y 2 estrellas,687,""
2023-05-01,Córdoba,3 estrellas/boutiques/aparts,1526,""
2023-05-01,Córdoba,4 y 5 estrellas,1130,""
2023-05-01,Córdoba,Para Hoteles,1642,""
2023-05-01,Litoral,1 y 2 estrellas,496,""
2023-05-01,Litoral,3 estrellas/boutiques/aparts,1683,""
2023-05-01,Litoral,4 y 5 estrellas,5078,""
2023-05-01,Litoral,Para Hoteles,1228,""
2023-05-01,Norte,1 y 2 estrellas,940,""
2023-05-01,Norte,3 estrellas/boutiques/aparts,1387,""
2023-05-01,Norte,4 y 5 estrellas,2704,""
2023-05-01,Norte,Para Hoteles,1222,""
2023-05-01,Patagonia,1 y 2 estrellas,1112,""
2023-05-01,Patagonia,3 estrellas/boutiques/aparts,2236,""
2023-05-01,Patagonia,4 y 5 estrellas,4828,""
2023-05-01,Patagonia,Para Hoteles,1540,""
2023-06-01,Buenos Aires,1 y 2 estrellas,594,""
2023-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1642,""
2023-06-01,Buenos Aires,4 y 5 estrellas,1745,""
2023-06-01,Buenos Aires,Para Hoteles,1944,""
2023-06-01,CABA,1 y 2 estrellas,707,""
2023-06-01,CABA,3 estrellas/boutiques/aparts,2494,""
2023-06-01,CABA,4 y 5 estrellas,8522,""
2023-06-01,CABA,Para Hoteles,850,""
2023-06-01,Cuyo,1 y 2 estrellas,734,""
2023-06-01,Cuyo,3 estrellas/boutiques/aparts,1286,""
2023-06-01,Cuyo,4 y 5 estrellas,2726,""
2023-06-01,Cuyo,Para Hoteles,491,""
2023-06-01,Córdoba,1 y 2 estrellas,748,""
2023-06-01,Córdoba,3 estrellas/boutiques/aparts,1492,""
2023-06-01,Córdoba,4 y 5 estrellas,1167,""
2023-06-01,Córdoba,Para Hoteles,1553,""
2023-06-01,Litoral,1 y 2 estrellas,480,""
2023-06-01,Litoral,3 estrellas/boutiques/aparts,1564,""
2023-06-01,Litoral,4 y 5 estrellas,4639,""
2023-06-01,Litoral,Para Hoteles,1290,""
2023-06-01,Norte,1 y 2 estrellas,1020,""
2023-06-01,Norte,3 estrellas/boutiques/aparts,1427,""
2023-06-01,Norte,4 y 5 estrellas,2525,""
2023-06-01,Norte,Para Hoteles,1196,""
2023-06-01,Patagonia,1 y 2 estrellas,1361,""
2023-06-01,Patagonia,3 estrellas/boutiques/aparts,2499,""
2023-06-01,Patagonia,4 y 5 estrellas,4914,""
2023-06-01,Patagonia,Para Hoteles,1558,""
2023-07-01,Buenos Aires,1 y 2 estrellas,616,""
2023-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1726,""
2023-07-01,Buenos Aires,4 y 5 estrellas,1473,""
2023-07-01,Buenos Aires,Para Hoteles,2035,""
2023-07-01,CABA,1 y 2 estrellas,685,""
2023-07-01,CABA,3 estrellas/boutiques/aparts,2491,""
2023-07-01,CABA,4 y 5 estrellas,8253,""
2023-07-01,CABA,Para Hoteles,955,""
2023-07-01,Cuyo,1 y 2 estrellas,804,""
2023-07-01,Cuyo,3 estrellas/boutiques/aparts,1336,""
2023-07-01,Cuyo,4 y 5 estrellas,3473,""
2023-07-01,Cuyo,Para Hoteles,570,""
2023-07-01,Córdoba,1 y 2 estrellas,800,""
2023-07-01,Córdoba,3 estrellas/boutiques/aparts,1616,""
2023-07-01,Córdoba,4 y 5 estrellas,1135,""
2023-07-01,Córdoba,Para Hoteles,1924,""
2023-07-01,Litoral,1 y 2 estrellas,475,""
2023-07-01,Litoral,3 estrellas/boutiques/aparts,1629,""
2023-07-01,Litoral,4 y 5 estrellas,4573,""
2023-07-01,Litoral,Para Hoteles,1307,""
2023-07-01,Norte,1 y 2 estrellas,1007,""
2023-07-01,Norte,3 estrellas/boutiques/aparts,1558,""
2023-07-01,Norte,4 y 5 estrellas,2560,""
2023-07-01,Norte,Para Hoteles,1290,""
2023-07-01,Patagonia,1 y 2 estrellas,1784,""
2023-07-01,Patagonia,3 estrellas/boutiques/aparts,2739,""
2023-07-01,Patagonia,4 y 5 estrellas,5306,""
2023-07-01,Patagonia,Para Hoteles,1833,""
2023-08-01,Buenos Aires,1 y 2 estrellas,613,""
2023-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1749,""
2023-08-01,Buenos Aires,4 y 5 estrellas,1644,""
2023-08-01,Buenos Aires,Para Hoteles,2041,""
2023-08-01,CABA,1 y 2 estrellas,670,""
2023-08-01,CABA,3 estrellas/boutiques/aparts,2457,""
2023-08-01,CABA,4 y 5 estrellas,8269,""
2023-08-01,CABA,Para Hoteles,1018,""
2023-08-01,Cuyo,1 y 2 estrellas,784,""
2023-08-01,Cuyo,3 estrellas/boutiques/aparts,1288,""
2023-08-01,Cuyo,4 y 5 estrellas,3274,""
2023-08-01,Cuyo,Para Hoteles,488,""
2023-08-01,Córdoba,1 y 2 estrellas,670,""
2023-08-01,Córdoba,3 estrellas/boutiques/aparts,1500,""
2023-08-01,Córdoba,4 y 5 estrellas,1170,""
2023-08-01,Córdoba,Para Hoteles,1686,""
2023-08-01,Litoral,1 y 2 estrellas,473,""
2023-08-01,Litoral,3 estrellas/boutiques/aparts,1579,""
2023-08-01,Litoral,4 y 5 estrellas,4469,""
2023-08-01,Litoral,Para Hoteles,1229,""
2023-08-01,Norte,1 y 2 estrellas,964,""
2023-08-01,Norte,3 estrellas/boutiques/aparts,1457,""
2023-08-01,Norte,4 y 5 estrellas,2395,""
2023-08-01,Norte,Para Hoteles,1242,""
2023-08-01,Patagonia,1 y 2 estrellas,1853,""
2023-08-01,Patagonia,3 estrellas/boutiques/aparts,2740,""
2023-08-01,Patagonia,4 y 5 estrellas,5607,""
2023-08-01,Patagonia,Para Hoteles,1758,""
2023-09-01,Buenos Aires,1 y 2 estrellas,763,""
2023-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1974,""
2023-09-01,Buenos Aires,4 y 5 estrellas,1752,""
2023-09-01,Buenos Aires,Para Hoteles,2166,""
2023-09-01,CABA,1 y 2 estrellas,635,""
2023-09-01,CABA,3 estrellas/boutiques/aparts,2378,""
2023-09-01,CABA,4 y 5 estrellas,7991,""
2023-09-01,CABA,Para Hoteles,1030,""
2023-09-01,Cuyo,1 y 2 estrellas,744,""
2023-09-01,Cuyo,3 estrellas/boutiques/aparts,1287,""
2023-09-01,Cuyo,4 y 5 estrellas,3616,""
2023-09-01,Cuyo,Para Hoteles,501,""
2023-09-01,Córdoba,1 y 2 estrellas,692,""
2023-09-01,Córdoba,3 estrellas/boutiques/aparts,1514,""
2023-09-01,Córdoba,4 y 5 estrellas,1108,""
2023-09-01,Córdoba,Para Hoteles,1726,""
2023-09-01,Litoral,1 y 2 estrellas,477,""
2023-09-01,Litoral,3 estrellas/boutiques/aparts,1544,""
2023-09-01,Litoral,4 y 5 estrellas,4311,""
2023-09-01,Litoral,Para Hoteles,1232,""
2023-09-01,Norte,1 y 2 estrellas,932,""
2023-09-01,Norte,3 estrellas/boutiques/aparts,1436,""
2023-09-01,Norte,4 y 5 estrellas,2613,""
2023-09-01,Norte,Para Hoteles,1232,""
2023-09-01,Patagonia,1 y 2 estrellas,1780,""
2023-09-01,Patagonia,3 estrellas/boutiques/aparts,2778,""
2023-09-01,Patagonia,4 y 5 estrellas,6154,""
2023-09-01,Patagonia,Para Hoteles,1855,""
2023-10-01,Buenos Aires,1 y 2 estrellas,703,""
2023-10-01,Buenos Aires,3 estrellas/boutiques/aparts,1986,""
2023-10-01,Buenos Aires,4 y 5 estrellas,1486,""
2023-10-01,Buenos Aires,Para Hoteles,2201,""
2023-10-01,CABA,1 y 2 estrellas,631,""
2023-10-01,CABA,3 estrellas/boutiques/aparts,2396,""
2023-10-01,CABA,4 y 5 estrellas,8416,""
2023-10-01,CABA,Para Hoteles,933,""
2023-10-01,Cuyo,1 y 2 estrellas,741,""
2023-10-01,Cuyo,3 estrellas/boutiques/aparts,1324,""
2023-10-01,Cuyo,4 y 5 estrellas,2896,""
2023-10-01,Cuyo,Para Hoteles,524,""
2023-10-01,Córdoba,1 y 2 estrellas,768,""
2023-10-01,Córdoba,3 estrellas/boutiques/aparts,1440,""
2023-10-01,Córdoba,4 y 5 estrellas,1165,""
2023-10-01,Córdoba,Para Hoteles,1910,""
2023-10-01,Litoral,1 y 2 estrellas,484,""
2023-10-01,Litoral,3 estrellas/boutiques/aparts,1552,""
2023-10-01,Litoral,4 y 5 estrellas,4544,""
2023-10-01,Litoral,Para Hoteles,1199,""
2023-10-01,Norte,1 y 2 estrellas,860,""
2023-10-01,Norte,3 estrellas/boutiques/aparts,1486,""
2023-10-01,Norte,4 y 5 estrellas,2407,""
2023-10-01,Norte,Para Hoteles,1217,""
2023-10-01,Patagonia,1 y 2 estrellas,1661,""
2023-10-01,Patagonia,3 estrellas/boutiques/aparts,2773,""
2023-10-01,Patagonia,4 y 5 estrellas,5706,""
2023-10-01,Patagonia,Para Hoteles,1966,""
2023-11-01,Buenos Aires,1 y 2 estrellas,754,""
2023-11-01,Buenos Aires,3 estrellas/boutiques/aparts,2069,""
2023-11-01,Buenos Aires,4 y 5 estrellas,2140,""
2023-11-01,Buenos Aires,Para Hoteles,2175,""
2023-11-01,CABA,1 y 2 estrellas,621,""
2023-11-01,CABA,3 estrellas/boutiques/aparts,2314,""
2023-11-01,CABA,4 y 5 estrellas,8174,""
2023-11-01,CABA,Para Hoteles,987,""
2023-11-01,Cuyo,1 y 2 estrellas,731,""
2023-11-01,Cuyo,3 estrellas/boutiques/aparts,1289,""
2023-11-01,Cuyo,4 y 5 estrellas,3200,""
2023-11-01,Cuyo,Para Hoteles,526,""
2023-11-01,Córdoba,1 y 2 estrellas,758,""
2023-11-01,Córdoba,3 estrellas/boutiques/aparts,1545,""
2023-11-01,Córdoba,4 y 5 estrellas,1225,""
2023-11-01,Córdoba,Para Hoteles,1831,""
2023-11-01,Litoral,1 y 2 estrellas,469,""
2023-11-01,Litoral,3 estrellas/boutiques/aparts,1560,""
2023-11-01,Litoral,4 y 5 estrellas,4409,""
2023-11-01,Litoral,Para Hoteles,1169,""
2023-11-01,Norte,1 y 2 estrellas,749,""
2023-11-01,Norte,3 estrellas/boutiques/aparts,1450,""
2023-11-01,Norte,4 y 5 estrellas,2593,""
2023-11-01,Norte,Para Hoteles,1185,""
2023-11-01,Patagonia,1 y 2 estrellas,1776,""
2023-11-01,Patagonia,3 estrellas/boutiques/aparts,2938,""
2023-11-01,Patagonia,4 y 5 estrellas,5846,""
2023-11-01,Patagonia,Para Hoteles,2024,""
2023-12-01,Buenos Aires,1 y 2 estrellas,942,""
2023-12-01,Buenos Aires,3 estrellas/boutiques/aparts,2493,""
2023-12-01,Buenos Aires,4 y 5 estrellas,2569,""
2023-12-01,Buenos Aires,Para Hoteles,2812,""
2023-12-01,CABA,1 y 2 estrellas,615,""
2023-12-01,CABA,3 estrellas/boutiques/aparts,2630,""
2023-12-01,CABA,4 y 5 estrellas,8287,""
2023-12-01,CABA,Para Hoteles,990,""
2023-12-01,Cuyo,1 y 2 estrellas,614,""
2023-12-01,Cuyo,3 estrellas/boutiques/aparts,1212,""
2023-12-01,Cuyo,4 y 5 estrellas,2935,""
2023-12-01,Cuyo,Para Hoteles,535,""
2023-12-01,Córdoba,1 y 2 estrellas,779,""
2023-12-01,Córdoba,3 estrellas/boutiques/aparts,1559,""
2023-12-01,Córdoba,4 y 5 estrellas,1200,""
2023-12-01,Córdoba,Para Hoteles,1870,""
2023-12-01,Litoral,1 y 2 estrellas,456,""
2023-12-01,Litoral,3 estrellas/boutiques/aparts,1534,""
2023-12-01,Litoral,4 y 5 estrellas,4294,""
2023-12-01,Litoral,Para Hoteles,1198,""
2023-12-01,Norte,1 y 2 estrellas,685,""
2023-12-01,Norte,3 estrellas/boutiques/aparts,1296,""
2023-12-01,Norte,4 y 5 estrellas,2216,""
2023-12-01,Norte,Para Hoteles,1167,""
2023-12-01,Patagonia,1 y 2 estrellas,1661,""
2023-12-01,Patagonia,3 estrellas/boutiques/aparts,2933,""
2023-12-01,Patagonia,4 y 5 estrellas,5461,""
2023-12-01,Patagonia,Para Hoteles,2042,""
2024-01-01,Buenos Aires,1 y 2 estrellas,1809,Dato provisorio
2024-01-01,Buenos Aires,3 estrellas/boutiques/aparts,3087,Dato provisorio
2024-01-01,Buenos Aires,4 y 5 estrellas,1892,Dato provisorio
2024-01-01,Buenos Aires,Para Hoteles,4487,Dato provisorio
2024-01-01,CABA,1 y 2 estrellas,630,Dato provisorio
2024-01-01,CABA,3 estrellas/boutiques/aparts,2334,Dato provisorio
2024-01-01,CABA,4 y 5 estrellas,8076,Dato provisorio
2024-01-01,CABA,Para Hoteles,810,Dato provisorio
2024-01-01,Cuyo,1 y 2 estrellas,686,Dato provisorio
2024-01-01,Cuyo,3 estrellas/boutiques/aparts,1464,Dato provisorio
2024-01-01,Cuyo,4 y 5 estrellas,3267,Dato provisorio
2024-01-01,Cuyo,Para Hoteles,638,Dato provisorio
2024-01-01,Córdoba,1 y 2 estrellas,989,Dato provisorio
2024-01-01,Córdoba,3 estrellas/boutiques/aparts,1466,Dato provisorio
2024-01-01,Córdoba,4 y 5 estrellas,1460,Dato provisorio
2024-01-01,Córdoba,Para Hoteles,2260,Dato provisorio
2024-01-01,Litoral,1 y 2 estrellas,467,Dato provisorio
2024-01-01,Litoral,3 estrellas/boutiques/aparts,1629,Dato provisorio
2024-01-01,Litoral,4 y 5 estrellas,4009,Dato provisorio
2024-01-01,Litoral,Para Hoteles,1222,Dato provisorio
2024-01-01,Norte,1 y 2 estrellas,617,Dato provisorio
2024-01-01,Norte,3 estrellas/boutiques/aparts,1226,Dato provisorio
2024-01-01,Norte,4 y 5 estrellas,2171,Dato provisorio
2024-01-01,Norte,Para Hoteles,1167,Dato provisorio
2024-01-01,Patagonia,1 y 2 estrellas,1499,Dato provisorio
2024-01-01,Patagonia,3 estrellas/boutiques/aparts,3003,Dato provisorio
2024-01-01,Patagonia,4 y 5 estrellas,5365,Dato provisorio
2024-01-01,Patagonia,Para Hoteles,2769,Dato provisorio
2024-02-01,Buenos Aires,1 y 2 estrellas,1760,Dato provisorio
2024-02-01,Buenos Aires,3 estrellas/boutiques/aparts,3083,Dato provisorio
2024-02-01,Buenos Aires,4 y 5 estrellas,2085,Dato provisorio
2024-02-01,Buenos Aires,Para Hoteles,4285,Dato provisorio
2024-02-01,CABA,1 y 2 estrellas,637,Dato provisorio
2024-02-01,CABA,3 estrellas/boutiques/aparts,2344,Dato provisorio
2024-02-01,CABA,4 y 5 estrellas,8417,Dato provisorio
2024-02-01,CABA,Para Hoteles,853,Dato provisorio
2024-02-01,Cuyo,1 y 2 estrellas,705,Dato provisorio
2024-02-01,Cuyo,3 estrellas/boutiques/aparts,1455,Dato provisorio
2024-02-01,Cuyo,4 y 5 estrellas,3182,Dato provisorio
2024-02-01,Cuyo,Para Hoteles,654,Dato provisorio
2024-02-01,Córdoba,1 y 2 estrellas,1013,Dato provisorio
2024-02-01,Córdoba,3 estrellas/boutiques/aparts,1512,Dato provisorio
2024-02-01,Córdoba,4 y 5 estrellas,1446,Dato provisorio
2024-02-01,Córdoba,Para Hoteles,2183,Dato provisorio
2024-02-01,Litoral,1 y 2 estrellas,445,Dato provisorio
2024-02-01,Litoral,3 estrellas/boutiques/aparts,1696,Dato provisorio
2024-02-01,Litoral,4 y 5 estrellas,4029,Dato provisorio
2024-02-01,Litoral,Para Hoteles,1254,Dato provisorio
2024-02-01,Norte,1 y 2 estrellas,612,Dato provisorio
2024-02-01,Norte,3 estrellas/boutiques/aparts,1303,Dato provisorio
2024-02-01,Norte,4 y 5 estrellas,2056,Dato provisorio
2024-02-01,Norte,Para Hoteles,1166,Dato provisorio
2024-02-01,Patagonia,1 y 2 estrellas,1410,Dato provisorio
2024-02-01,Patagonia,3 estrellas/boutiques/aparts,3021,Dato provisorio
2024-02-01,Patagonia,4 y 5 estrellas,5602,Dato provisorio
2024-02-01,Patagonia,Para Hoteles,2492,Dato provisorio
2024-03-01,Buenos Aires,1 y 2 estrellas,1214,Dato provisorio
2024-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2696,Dato provisorio
2024-03-01,Buenos Aires,4 y 5 estrellas,2010,Dato provisorio
2024-03-01,Buenos Aires,Para Hoteles,3564,Dato provisorio
2024-03-01,CABA,1 y 2 estrellas,610,Dato provisorio
2024-03-01,CABA,3 estrellas/boutiques/aparts,2302,Dato provisorio
2024-03-01,CABA,4 y 5 estrellas,8291,Dato provisorio
2024-03-01,CABA,Para Hoteles,749,Dato provisorio
2024-03-01,Cuyo,1 y 2 estrellas,672,Dato provisorio
2024-03-01,Cuyo,3 estrellas/boutiques/aparts,1488,Dato provisorio
2024-03-01,Cuyo,4 y 5 estrellas,3064,Dato provisorio
2024-03-01,Cuyo,Para Hoteles,579,Dato provisorio
2024-03-01,Córdoba,1 y 2 estrellas,885,Dato provisorio
2024-03-01,Córdoba,3 estrellas/boutiques/aparts,1429,Dato provisorio
2024-03-01,Córdoba,4 y 5 estrellas,1333,Dato provisorio
2024-03-01,Córdoba,Para Hoteles,1937,Dato provisorio
2024-03-01,Litoral,1 y 2 estrellas,458,Dato provisorio
2024-03-01,Litoral,3 estrellas/boutiques/aparts,1604,Dato provisorio
2024-03-01,Litoral,4 y 5 estrellas,3850,Dato provisorio
2024-03-01,Litoral,Para Hoteles,1145,Dato provisorio
2024-03-01,Norte,1 y 2 estrellas,674,Dato provisorio
2024-03-01,Norte,3 estrellas/boutiques/aparts,1341,Dato provisorio
2024-03-01,Norte,4 y 5 estrellas,2335,Dato provisorio
2024-03-01,Norte,Para Hoteles,1148,Dato provisorio
2024-03-01,Patagonia,1 y 2 estrellas,1370,Dato provisorio
2024-03-01,Patagonia,3 estrellas/boutiques/aparts,2859,Dato provisorio
2024-03-01,Patagonia,4 y 5 estrellas,5716,Dato provisorio
2024-03-01,Patagonia,Para Hoteles,2228,Dato provisorio
2024-04-01,Buenos Aires,1 y 2 estrellas,745,Dato provisorio
2024-04-01,Buenos Aires,3 estrellas/boutiques/aparts,1959,Dato provisorio
2024-04-01,Buenos Aires,4 y 5 estrellas,1591,Dato provisorio
2024-04-01,Buenos Aires,Para Hoteles,2376,Dato provisorio
2024-04-01,CABA,1 y 2 estrellas,586,Dato provisorio
2024-04-01,CABA,3 estrellas/boutiques/aparts,2313,Dato provisorio
2024-04-01,CABA,4 y 5 estrellas,8446,Dato provisorio
2024-04-01,CABA,Para Hoteles,755,Dato provisorio
2024-04-01,Cuyo,1 y 2 estrellas,653,Dato provisorio
2024-04-01,Cuyo,3 estrellas/boutiques/aparts,1448,Dato provisorio
2024-04-01,Cuyo,4 y 5 estrellas,3064,Dato provisorio
2024-04-01,Cuyo,Para Hoteles,524,Dato provisorio
2024-04-01,Córdoba,1 y 2 estrellas,634,Dato provisorio
2024-04-01,Córdoba,3 estrellas/boutiques/aparts,1183,Dato provisorio
2024-04-01,Córdoba,4 y 5 estrellas,1415,Dato provisorio
2024-04-01,Córdoba,Para Hoteles,1648,Dato provisorio
2024-04-01,Litoral,1 y 2 estrellas,456,Dato provisorio
2024-04-01,Litoral,3 estrellas/boutiques/aparts,1614,Dato provisorio
2024-04-01,Litoral,4 y 5 estrellas,3788,Dato provisorio
2024-04-01,Litoral,Para Hoteles,1101,Dato provisorio
2024-04-01,Norte,1 y 2 estrellas,738,Dato provisorio
2024-04-01,Norte,3 estrellas/boutiques/aparts,1367,Dato provisorio
2024-04-01,Norte,4 y 5 estrellas,2305,Dato provisorio
2024-04-01,Norte,Para Hoteles,1140,Dato provisorio
2024-04-01,Patagonia,1 y 2 estrellas,1252,Dato provisorio
2024-04-01,Patagonia,3 estrellas/boutiques/aparts,2702,Dato provisorio
2024-04-01,Patagonia,4 y 5 estrellas,5207,Dato provisorio
2024-04-01,Patagonia,Para Hoteles,1945,Dato provisorio
2024-05-01,Buenos Aires,1 y 2 estrellas,562,Dato provisorio
2024-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1444,Dato provisorio
2024-05-01,Buenos Aires,4 y 5 estrellas,1430,Dato provisorio
2024-05-01,Buenos Aires,Para Hoteles,1753,Dato provisorio
2024-05-01,CABA,1 y 2 estrellas,595,Dato provisorio
2024-05-01,CABA,3 estrellas/boutiques/aparts,2389,Dato provisorio
2024-05-01,CABA,4 y 5 estrellas,8534,Dato provisorio
2024-05-01,CABA,Para Hoteles,751,Dato provisorio
2024-05-01,Cuyo,1 y 2 estrellas,641,Dato provisorio
2024-05-01,Cuyo,3 estrellas/boutiques/aparts,1404,Dato provisorio
2024-05-01,Cuyo,4 y 5 estrellas,3088,Dato provisorio
2024-05-01,Cuyo,Para Hoteles,502,Dato provisorio
2024-05-01,Córdoba,1 y 2 estrellas,578,Dato provisorio
2024-05-01,Córdoba,3 estrellas/boutiques/aparts,1179,Dato provisorio
2024-05-01,Córdoba,4 y 5 estrellas,1323,Dato provisorio
2024-05-01,Córdoba,Para Hoteles,1458,Dato provisorio
2024-05-01,Litoral,1 y 2 estrellas,462,Dato provisorio
2024-05-01,Litoral,3 estrellas/boutiques/aparts,1668,Dato provisorio
2024-05-01,Litoral,4 y 5 estrellas,3651,Dato provisorio
2024-05-01,Litoral,Para Hoteles,1102,Dato provisorio
2024-05-01,Norte,1 y 2 estrellas,715,Dato provisorio
2024-05-01,Norte,3 estrellas/boutiques/aparts,1378,Dato provisorio
2024-05-01,Norte,4 y 5 estrellas,2386,Dato provisorio
2024-05-01,Norte,Para Hoteles,1156,Dato provisorio
2024-05-01,Patagonia,1 y 2 estrellas,950,Dato provisorio
2024-05-01,Patagonia,3 estrellas/boutiques/aparts,2296,Dato provisorio
2024-05-01,Patagonia,4 y 5 estrellas,4745,Dato provisorio
2024-05-01,Patagonia,Para Hoteles,1422,Dato provisorio
2024-06-01,Buenos Aires,1 y 2 estrellas,572,Dato provisorio
2024-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1589,Dato provisorio
2024-06-01,Buenos Aires,4 y 5 estrellas,1412,Dato provisorio
2024-06-01,Buenos Aires,Para Hoteles,1864,Dato provisorio
2024-06-01,CABA,1 y 2 estrellas,599,Dato provisorio
2024-06-01,CABA,3 estrellas/boutiques/aparts,2321,Dato provisorio
2024-06-01,CABA,4 y 5 estrellas,8327,Dato provisorio
2024-06-01,CABA,Para Hoteles,697,Dato provisorio
2024-06-01,Cuyo,1 y 2 estrellas,644,Dato provisorio
2024-06-01,Cuyo,3 estrellas/boutiques/aparts,1460,Dato provisorio
2024-06-01,Cuyo,4 y 5 estrellas,3101,Dato provisorio
2024-06-01,Cuyo,Para Hoteles,549,Dato provisorio
2024-06-01,Córdoba,1 y 2 estrellas,654,Dato provisorio
2024-06-01,Córdoba,3 estrellas/boutiques/aparts,1240,Dato provisorio
2024-06-01,Córdoba,4 y 5 estrellas,1288,Dato provisorio
2024-06-01,Córdoba,Para Hoteles,1659,Dato provisorio
2024-06-01,Litoral,1 y 2 estrellas,433,Dato provisorio
2024-06-01,Litoral,3 estrellas/boutiques/aparts,1614,Dato provisorio
2024-06-01,Litoral,4 y 5 estrellas,3659,Dato provisorio
2024-06-01,Litoral,Para Hoteles,1082,Dato provisorio
2024-06-01,Norte,1 y 2 estrellas,727,Dato provisorio
2024-06-01,Norte,3 estrellas/boutiques/aparts,1414,Dato provisorio
2024-06-01,Norte,4 y 5 estrellas,2312,Dato provisorio
2024-06-01,Norte,Para Hoteles,1187,Dato provisorio
2024-06-01,Patagonia,1 y 2 estrellas,1253,Dato provisorio
2024-06-01,Patagonia,3 estrellas/boutiques/aparts,2510,Dato provisorio
2024-06-01,Patagonia,4 y 5 estrellas,4698,Dato provisorio
2024-06-01,Patagonia,Para Hoteles,1544,Dato provisorio
2024-07-01,Buenos Aires,1 y 2 estrellas,638,Dato provisorio
2024-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1767,Dato provisorio
2024-07-01,Buenos Aires,4 y 5 estrellas,1551,Dato provisorio
2024-07-01,Buenos Aires,Para Hoteles,2081,Dato provisorio
2024-07-01,CABA,1 y 2 estrellas,601,Dato provisorio
2024-07-01,CABA,3 estrellas/boutiques/aparts,2392,Dato provisorio
2024-07-01,CABA,4 y 5 estrellas,8304,Dato provisorio
2024-07-01,CABA,Para Hoteles,819,Dato provisorio
2024-07-01,Cuyo,1 y 2 estrellas,684,Dato provisorio
2024-07-01,Cuyo,3 estrellas/boutiques/aparts,1492,Dato provisorio
2024-07-01,Cuyo,4 y 5 estrellas,3267,Dato provisorio
2024-07-01,Cuyo,Para Hoteles,632,Dato provisorio
2024-07-01,Córdoba,1 y 2 estrellas,770,Dato provisorio
2024-07-01,Córdoba,3 estrellas/boutiques/aparts,1337,Dato provisorio
2024-07-01,Córdoba,4 y 5 estrellas,1319,Dato provisorio
2024-07-01,Córdoba,Para Hoteles,1757,Dato provisorio
2024-07-01,Litoral,1 y 2 estrellas,443,Dato provisorio
2024-07-01,Litoral,3 estrellas/boutiques/aparts,1722,Dato provisorio
2024-07-01,Litoral,4 y 5 estrellas,3694,Dato provisorio
2024-07-01,Litoral,Para Hoteles,1090,Dato provisorio
2024-07-01,Norte,1 y 2 estrellas,794,Dato provisorio
2024-07-01,Norte,3 estrellas/boutiques/aparts,1399,Dato provisorio
2024-07-01,Norte,4 y 5 estrellas,2412,Dato provisorio
2024-07-01,Norte,Para Hoteles,1253,Dato provisorio
2024-07-01,Patagonia,1 y 2 estrellas,1688,Dato provisorio
2024-07-01,Patagonia,3 estrellas/boutiques/aparts,2658,Dato provisorio
2024-07-01,Patagonia,4 y 5 estrellas,5093,Dato provisorio
2024-07-01,Patagonia,Para Hoteles,2026,Dato provisorio
2024-08-01,Buenos Aires,1 y 2 estrellas,596,Dato provisorio
2024-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1660,Dato provisorio
2024-08-01,Buenos Aires,4 y 5 estrellas,1570,Dato provisorio
2024-08-01,Buenos Aires,Para Hoteles,1890,Dato provisorio
2024-08-01,CABA,1 y 2 estrellas,618,Dato provisorio
2024-08-01,CABA,3 estrellas/boutiques/aparts,2389,Dato provisorio
2024-08-01,CABA,4 y 5 estrellas,8296,Dato provisorio
2024-08-01,CABA,Para Hoteles,736,Dato provisorio
2024-08-01,Cuyo,1 y 2 estrellas,648,Dato provisorio
2024-08-01,Cuyo,3 estrellas/boutiques/aparts,1462,Dato provisorio
