indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2021-12-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,Cuyo,1 y 2 estrellas,699,""
2021-12-01,Cuyo,3 estrellas/boutiques/aparts,1162,""
2021-12-01,Cuyo,4 y 5 estrellas,2865,""
2021-12-01,Cuyo,Para Hoteles,456,""
2021-12-01,Córdoba,1 y 2 estrellas,734,""
2021-12-01,Córdoba,3 estrellas/boutiques/aparts,1256,""
2021-12-01,Córdoba,4 y 5 estrellas,657,""
2021-12-01,Córdoba,Para Hoteles,1586,""
2021-12-01,Litoral,1 y 2 estrellas,346,""
2021-12-01,Litoral,3 estrellas/boutiques/aparts,966,""
2021-12-01,Litoral,4 y 5 estrellas,2541,""
2021-12-01,Litoral,Para Hoteles,1022,""
2021-12-01,Norte,1 y 2 estrellas,556,""
2021-12-01,Norte,3 estrellas/boutiques/aparts,1143,""
2021-12-01,Norte,4 y 5 estrellas,2308,""
2021-12-01,Norte,Para Hoteles,966,""
2021-12-01,Patagonia,1 y 2 estrellas,1393,""
2021-12-01,Patagonia,3 estrellas/boutiques/aparts,2325,""
2021-12-01,Patagonia,4 y 5 estrellas,4613,""
2021-12-01,Patagonia,Para Hoteles,1773,""
2022-01-01,Buenos Aires,1 y 2 estrellas,2021,""
2022-01-01,Buenos Aires,3 estrellas/boutiques/aparts,2846,""
2022-01-01,Buenos Aires,4 y 5 estrellas,2604,""
2022-01-01,Buenos Aires,Para Hoteles,3360,""
2022-01-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,CABA,3 estrellas/boutiques/aparts,1945,""
2022-01-01,CABA,4 y 5 estrellas,6510,""
2022-01-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Cuyo,1 y 2 estrellas,710,""
2022-01-01,Cuyo,3 estrellas/boutiques/aparts,1084,""
2022-01-01,Cuyo,4 y 5 estrellas,2739,""
2022-01-01,Cuyo,Para Hoteles,591,""
2022-01-01,Córdoba,1 y 2 estrellas,858,""
2022-01-01,Córdoba,3 estrellas/boutiques/aparts,1429,""
2022-01-01,Córdoba,4 y 5 estrellas,674,""
2022-01-01,Córdoba,Para Hoteles,1951,""
2022-01-01,Litoral,1 y 2 estrellas,418,""
2022-01-01,Litoral,3 estrellas/boutiques/aparts,1030,""
2022-01-01,Litoral,4 y 5 estrellas,3865,""
2022-01-01,Litoral,Para Hoteles,1101,""
2022-01-01,Norte,1 y 2 estrellas,459,""
2022-01-01,Norte,3 estrellas/boutiques/aparts,1259,""
2022-01-01,Norte,4 y 5 estrellas,1855,""
2022-01-01,Norte,Para Hoteles,1135,""
2022-01-01,Patagonia,1 y 2 estrellas,1847,""
2022-01-01,Patagonia,3 estrellas/boutiques/aparts,2703,""
2022-01-01,Patagonia,4 y 5 estrellas,5452,""
2022-01-01,Patagonia,Para Hoteles,2291,""
2022-02-01,Buenos Aires,1 y 2 estrellas,1969,""
2022-02-01,Buenos Aires,3 estrellas/boutiques/aparts,2832,""
2022-02-01,Buenos Aires,4 y 5 estrellas,2467,""
2022-02-01,Buenos Aires,Para Hoteles,3388,""
2022-02-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,CABA,3 estrellas/boutiques/aparts,2107,""
2022-02-01,CABA,4 y 5 estrellas,6133,""
2022-02-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Cuyo,1 y 2 estrellas,781,""
2022-02-01,Cuyo,3 estrellas/boutiques/aparts,1133,""
2022-02-01,Cuyo,4 y 5 estrellas,2888,""
2022-02-01,Cuyo,Para Hoteles,578,""
2022-02-01,Córdoba,1 y 2 estrellas,865,""
2022-02-01,Córdoba,3 estrellas/boutiques/aparts,1797,""
2022-02-01,Córdoba,4 y 5 estrellas,663,""
2022-02-01,Córdoba,Para Hoteles,1890,""
2022-02-01,Litoral,1 y 2 estrellas,387,""
2022-02-01,Litoral,3 estrellas/boutiques/aparts,1112,""
2022-02-01,Litoral,4 y 5 estrellas,4007,""
2022-02-01,Litoral,Para Hoteles,1132,""
2022-02-01,Norte,1 y 2 estrellas,494,""
2022-02-01,Norte,3 estrellas/boutiques/aparts,1264,""
2022-02-01,Norte,4 y 5 estrellas,1993,""
2022-02-01,Norte,Para Hoteles,1086,""
2022-02-01,Patagonia,1 y 2 estrellas,1804,""
2022-02-01,Patagonia,3 estrellas/boutiques/aparts,2730,""
2022-02-01,Patagonia,4 y 5 estrellas,4907,""
2022-02-01,Patagonia,Para Hoteles,2271,""
2022-03-01,Buenos Aires,1 y 2 estrellas,1230,""
2022-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2293,""
2022-03-01,Buenos Aires,4 y 5 estrellas,1945,""
2022-03-01,Buenos Aires,Para Hoteles,2383,""
2022-03-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,CABA,3 estrellas/boutiques/aparts,2030,""
2022-03-01,CABA,4 y 5 estrellas,6308,""
2022-03-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Cuyo,1 y 2 estrellas,697,""
2022-03-01,Cuyo,3 estrellas/boutiques/aparts,1244,""
2022-03-01,Cuyo,4 y 5 estrellas,2801,""
2022-03-01,Cuyo,Para Hoteles,493,""
2022-03-01,Córdoba,1 y 2 estrellas,640,""
2022-03-01,Córdoba,3 estrellas/boutiques/aparts,1551,""
2022-03-01,Córdoba,4 y 5 estrellas,693,""
2022-03-01,Córdoba,Para Hoteles,1692,""
2022-03-01,Litoral,1 y 2 estrellas,395,""
2022-03-01,Litoral,3 estrellas/boutiques/aparts,1095,""
2022-03-01,Litoral,4 y 5 estrellas,4169,""
2022-03-01,Litoral,Para Hoteles,1057,""
2022-03-01,Norte,1 y 2 estrellas,605,""
2022-03-01,Norte,3 estrellas/boutiques/aparts,1361,""
2022-03-01,Norte,4 y 5 estrellas,2240,""
2022-03-01,Norte,Para Hoteles,1041,""
2022-03-01,Patagonia,1 y 2 estrellas,1461,""
2022-03-01,Patagonia,3 estrellas/boutiques/aparts,2731,""
2022-03-01,Patagonia,4 y 5 estrellas,4430,""
2022-03-01,Patagonia,Para Hoteles,1955,""
2022-04-01,Buenos Aires,1 y 2 estrellas,924,""
2022-04-01,Buenos Aires,3 estrellas/boutiques/aparts,2038,""
2022-04-01,Buenos Aires,4 y 5 estrellas,1528,""
2022-04-01,Buenos Aires,Para Hoteles,1962,""
2022-04-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,CABA,3 estrellas/boutiques/aparts,2149,""
2022-04-01,CABA,4 y 5 estrellas,6196,""
2022-04-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Cuyo,1 y 2 estrellas,698,""
2022-04-01,Cuyo,3 estrellas/boutiques/aparts,1242,""
2022-04-01,Cuyo,4 y 5 estrellas,3024,""
2022-04-01,Cuyo,Para Hoteles,479,""
2022-04-01,Córdoba,1 y 2 estrellas,599,""
2022-04-01,Córdoba,3 estrellas/boutiques/aparts,1466,""
2022-04-01,Córdoba,4 y 5 estrellas,624,""
2022-04-01,Córdoba,Para Hoteles,1617,""
2022-04-01,Litoral,1 y 2 estrellas,385,""
2022-04-01,Litoral,3 estrellas/boutiques/aparts,1131,""
2022-04-01,Litoral,4 y 5 estrellas,3969,""
2022-04-01,Litoral,Para Hoteles,1067,""
2022-04-01,Norte,1 y 2 estrellas,711,""
2022-04-01,Norte,3 estrellas/boutiques/aparts,1431,""
2022-04-01,Norte,4 y 5 estrellas,2497,""
2022-04-01,Norte,Para Hoteles,1108,""
2022-04-01,Patagonia,1 y 2 estrellas,1104,""
2022-04-01,Patagonia,3 estrellas/boutiques/aparts,2575,""
2022-04-01,Patagonia,4 y 5 estrellas,4631,""
2022-04-01,Patagonia,Para Hoteles,1566,""
2022-05-01,Buenos Aires,1 y 2 estrellas,452,""
2022-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1508,""
2022-05-01,Buenos Aires,4 y 5 estrellas,1451,""
2022-05-01,Buenos Aires,Para Hoteles,1656,""
2022-05-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,3 estrellas/boutiques/aparts,2086,""
2022-05-01,CABA,4 y 5 estrellas,7471,""
2022-05-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Cuyo,1 y 2 estrellas,670,""
2022-05-01,Cuyo,3 estrellas/boutiques/aparts,1218,""
2022-05-01,Cuyo,4 y 5 estrellas,2935,""
2022-05-01,Cuyo,Para Hoteles,429,""
2022-05-01,Córdoba,1 y 2 estrellas,448,""
2022-05-01,Córdoba,3 estrellas/boutiques/aparts,1440,""
2022-05-01,Córdoba,4 y 5 estrellas,662,""
2022-05-01,Córdoba,Para Hoteles,1260,""
2022-05-01,Litoral,1 y 2 estrellas,385,""
2022-05-01,Litoral,3 estrellas/boutiques/aparts,1187,""
2022-05-01,Litoral,4 y 5 estrellas,3875,""
2022-05-01,Litoral,Para Hoteles,1099,""
2022-05-01,Norte,1 y 2 estrellas,712,""
2022-05-01,Norte,3 estrellas/boutiques/aparts,1464,""
2022-05-01,Norte,4 y 5 estrellas,2174,""
2022-05-01,Norte,Para Hoteles,991,""
2022-05-01,Patagonia,1 y 2 estrellas,986,""
2022-05-01,Patagonia,3 estrellas/boutiques/aparts,2027,""
2022-05-01,Patagonia,4 y 5 estrellas,3355,""
2022-05-01,Patagonia,Para Hoteles,1302,""
2022-06-01,Buenos Aires,1 y 2 estrellas,460,""
2022-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1638,""
2022-06-01,Buenos Aires,4 y 5 estrellas,1429,""
2022-06-01,Buenos Aires,Para Hoteles,1803,""
2022-06-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,CABA,3 estrellas/boutiques/aparts,2197,""
2022-06-01,CABA,4 y 5 estrellas,7056,""
2022-06-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Cuyo,1 y 2 estrellas,690,""
2022-06-01,Cuyo,3 estrellas/boutiques/aparts,1196,""
2022-06-01,Cuyo,4 y 5 estrellas,2644,""
2022-06-01,Cuyo,Para Hoteles,425,""
2022-06-01,Córdoba,1 y 2 estrellas,527,""
2022-06-01,Córdoba,3 estrellas/boutiques/aparts,1458,""
2022-06-01,Córdoba,4 y 5 estrellas,640,""
2022-06-01,Córdoba,Para Hoteles,1173,""
2022-06-01,Litoral,1 y 2 estrellas,378,""
2022-06-01,Litoral,3 estrellas/boutiques/aparts,1192,""
2022-06-01,Litoral,4 y 5 estrellas,3959,""
2022-06-01,Litoral,Para Hoteles,976,""
2022-06-01,Norte,1 y 2 estrellas,761,""
2022-06-01,Norte,3 estrellas/boutiques/aparts,1407,""
2022-06-01,Norte,4 y 5 estrellas,2534,""
2022-06-01,Norte,Para Hoteles,1131,""
2022-06-01,Patagonia,1 y 2 estrellas,1035,""
2022-06-01,Patagonia,3 estrellas/boutiques/aparts,2380,""
2022-06-01,Patagonia,4 y 5 estrellas,3847,""
2022-06-01,Patagonia,Para Hoteles,1304,""
2022-07-01,Buenos Aires,1 y 2 estrellas,668,""
2022-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1772,""
2022-07-01,Buenos Aires,4 y 5 estrellas,1539,""
2022-07-01,Buenos Aires,Para Hoteles,1848,""
2022-07-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,CABA,3 estrellas/boutiques/aparts,2290,""
2022-07-01,CABA,4 y 5 estrellas,7163,""
2022-07-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,Cuyo,1 y 2 estrellas,734,""
2022-07-01,Cuyo,3 estrellas/boutiques/aparts,1269,""
2022-07-01,Cuyo,4 y 5 estrellas,2912,""
2022-07-01,Cuyo,Para Hoteles,500,""
2022-07-01,Córdoba,1 y 2 estrellas,653,""
2022-07-01,Córdoba,3 estrellas/boutiques/aparts,1500,""
2022-07-01,Córdoba,4 y 5 estrellas,695,""
2022-07-01,Córdoba,Para Hoteles,1572,""
2022-07-01,Litoral,1 y 2 estrellas,423,""
2022-07-01,Litoral,3 estrellas/boutiques/aparts,1209,""
2022-07-01,Litoral,4 y 5 estrellas,4118,""
2022-07-01,Litoral,Para Hoteles,1108,""
2022-07-01,Norte,1 y 2 estrellas,828,""
2022-07-01,Norte,3 estrellas/boutiques/aparts,1591,""
2022-07-01,Norte,4 y 5 estrellas,2417,""
2022-07-01,Norte,Para Hoteles,1241,""
2022-07-01,Patagonia,1 y 2 estrellas,1777,""
2022-07-01,Patagonia,3 estrellas/boutiques/aparts,2482,""
2022-07-01,Patagonia,4 y 5 estrellas,4302,""
2022-07-01,Patagonia,Para Hoteles,1897,""
2022-08-01,Buenos Aires,1 y 2 estrellas,533,""
2022-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1741,""
2022-08-01,Buenos Aires,4 y 5 estrellas,1819,""
2022-08-01,Buenos Aires,Para Hoteles,1947,""
2022-08-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,CABA,3 estrellas/boutiques/aparts,2330,""
2022-08-01,CABA,4 y 5 estrellas,7047,""
2022-08-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,Cuyo,1 y 2 estrellas,695,""
2022-08-01,Cuyo,3 estrellas/boutiques/aparts,1320,""
2022-08-01,Cuyo,4 y 5 estrellas,3813,""
2022-08-01,Cuyo,Para Hoteles,456,""
2022-08-01,Córdoba,1 y 2 estrellas,571,""
2022-08-01,Córdoba,3 estrellas/boutiques/aparts,1471,""
2022-08-01,Córdoba,4 y 5 estrellas,740,""
2022-08-01,Córdoba,Para Hoteles,1360,""
2022-08-01,Litoral,1 y 2 estrellas,444,""
2022-08-01,Litoral,3 estrellas/boutiques/aparts,1237,""
2022-08-01,Litoral,4 y 5 estrellas,4390,""
2022-08-01,Litoral,Para Hoteles,1153,""
2022-08-01,Norte,1 y 2 estrellas,794,""
2022-08-01,Norte,3 estrellas/boutiques/aparts,1427,""
2022-08-01,Norte,4 y 5 estrellas,2441,""
2022-08-01,Norte,Para Hoteles,1083,""
2022-08-01,Patagonia,1 y 2 estrellas,1674,""
2022-08-01,Patagonia,3 estrellas/boutiques/aparts,2624,""
2022-08-01,Patagonia,4 y 5 estrellas,4720,""
2022-08-01,Patagonia,Para Hoteles,1976,""
2022-09-01,Buenos Aires,1 y 2 estrellas,728,""
2022-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1905,""
2022-09-01,Buenos Aires,4 y 5 estrellas,1505,""
2022-09-01,Buenos Aires,Para Hoteles,1887,""
2022-09-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,CABA,3 estrellas/boutiques/aparts,2380,""
2022-09-01,CABA,4 y 5 estrellas,7321,""
2022-09-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,Cuyo,1 y 2 estrellas,708,""
2022-09-01,Cuyo,3 estrellas/boutiques/aparts,1249,""
2022-09-01,Cuyo,4 y 5 estrellas,3214,""
2022-09-01,Cuyo,Para Hoteles,483,""
2022-09-01,Córdoba,1 y 2 estrellas,520,""
2022-09-01,Córdoba,3 estrellas/boutiques/aparts,1486,""
2022-09-01,Córdoba,4 y 5 estrellas,753,""
2022-09-01,Córdoba,Para Hoteles,1322,""
2022-09-01,Litoral,1 y 2 estrellas,421,""
2022-09-01,Litoral,3 estrellas/boutiques/aparts,1205,""
2022-09-01,Litoral,4 y 5 estrellas,4653,""
2022-09-01,Litoral,Para Hoteles,1121,""
2022-09-01,Norte,1 y 2 estrellas,792,""
2022-09-01,Norte,3 estrellas/boutiques/aparts,1370,""
2022-09-01,Norte,4 y 5 estrellas,2459,""
2022-09-01,Norte,Para Hoteles,1075,""
2022-09-01,Patagonia,1 y 2 estrellas,1830,""
2022-09-01,Patagonia,3 estrellas/boutiques/aparts,2558,""
2022-09-01,Patagonia,4 y 5 estrellas,4712,""
2022-09-01,Patagonia,Para Hoteles,1704,""
2022-10-01,Buenos Aires,1 y 2 estrellas,857,""
2022-10-01,Buenos Aires,3 estrellas/boutiques/aparts,2235,""
2022-10-01,Buenos Aires,4 y 5 estrellas,1597,""
2022-10-01,Buenos Aires,Para Hoteles,2336,""
2022-10-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-10-01,CABA,3 estrellas/boutiques/aparts,2316,""
2022-10-01,CABA,4 y 5 estrellas,7482,""
2022-10-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-10-01,Cuyo,1 y 2 estrellas,671,""
2022-10-01,Cuyo,3 estrellas/boutiques/aparts,1296,""
2022-10-01,Cuyo,4 y 5 estrellas,3732,""
2022-10-01,Cuyo,Para Hoteles,479,""
2022-10-01,Córdoba,1 y 2 estrellas,660,""
2022-10-01,Córdoba,3 estrellas/boutiques/aparts,1483,""
2022-10-01,Córdoba,4 y 5 estrellas,750,""
2022-10-01,Córdoba,Para Hoteles,1383,""
2022-10-01,Litoral,1 y 2 estrellas,438,""
2022-10-01,Litoral,3 estrellas/boutiques/aparts,1218,""
2022-10-01,Litoral,4 y 5 estrellas,5156,""
2022-10-01,Litoral,Para Hoteles,1177,""
2022-10-01,Norte,1 y 2 estrellas,718,""
2022-10-01,Norte,3 estrellas/boutiques/aparts,1296,""
2022-10-01,Norte,4 y 5 estrellas,2417,""
2022-10-01,Norte,Para Hoteles,1107,""
2022-10-01,Patagonia,1 y 2 estrellas,1746,""
2022-10-01,Patagonia,3 estrellas/boutiques/aparts,2767,""
2022-10-01,Patagonia,4 y 5 estrellas,4519,""
2022-10-01,Patagonia,Para Hoteles,1766,""
2022-11-01,Buenos Aires,1 y 2 estrellas,888,""
2022-11-01,Buenos Aires,3 estrellas/boutiques/aparts,2204,""
2022-11-01,Buenos Aires,4 y 5 estrellas,1744,""
2022-11-01,Buenos Aires,Para Hoteles,2266,""
2022-11-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-11-01,CABA,3 estrellas/boutiques/aparts,2238,""
2022-11-01,CABA,4 y 5 estrellas,8212,""
2022-11-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-11-01,Cuyo,1 y 2 estrellas,708,""
2022-11-01,Cuyo,3 estrellas/boutiques/aparts,1324,""
2022-11-01,Cuyo,4 y 5 estrellas,2983,""
2022-11-01,Cuyo,Para Hoteles,476,""
2022-11-01,Córdoba,1 y 2 estrellas,676,""
2022-11-01,Córdoba,3 estrellas/boutiques/aparts,1400,""
2022-11-01,Córdoba,4 y 5 estrellas,660,""
2022-11-01,Córdoba,Para Hoteles,1431,""
2022-11-01,Litoral,1 y 2 estrellas,435,""
2022-11-01,Litoral,3 estrellas/boutiques/aparts,1217,""
2022-11-01,Litoral,4 y 5 estrellas,5101,""
2022-11-01,Litoral,Para Hoteles,1123,""
2022-11-01,Norte,1 y 2 estrellas,648,""
2022-11-01,Norte,3 estrellas/boutiques/aparts,1243,""
2022-11-01,Norte,4 y 5 estrellas,2431,""
2022-11-01,Norte,Para Hoteles,988,""
2022-11-01,Patagonia,1 y 2 estrellas,1259,""
2022-11-01,Patagonia,3 estrellas/boutiques/aparts,2719,""
2022-11-01,Patagonia,4 y 5 estrellas,4813,""
2022-11-01,Patagonia,Para Hoteles,1832,""
2022-12-01,Buenos Aires,1 y 2 estrellas,1062,""
2022-12-01,Buenos Aires,3 estrellas/boutiques/aparts,2591,""
2022-12-01,Buenos Aires,4 y 5 estrellas,2090,""
2022-12-01,Buenos Aires,Para Hoteles,2778,""
2022-12-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-12-01,CABA,3 estrellas/boutiques/aparts,2252,""
2022-12-01,CABA,4 y 5 estrellas,7828,""
2022-12-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-12-01,Cuyo,1 y 2 estrellas,701,""
2022-12-01,Cuyo,3 estrellas/boutiques/aparts,1292,""
2022-12-01,Cuyo,4 y 5 estrellas,2968,""
2022-12-01,Cuyo,Para Hoteles,458,""
2022-12-01,Córdoba,1 y 2 estrellas,671,""
2022-12-01,Córdoba,3 estrellas/boutiques/aparts,1455,""
2022-12-01,Córdoba,4 y 5 estrellas,840,""
2022-12-01,Córdoba,Para Hoteles,1517,""
2022-12-01,Litoral,1 y 2 estrellas,428,""
2022-12-01,Litoral,3 estrellas/boutiques/aparts,1246,""
2022-12-01,Litoral,4 y 5 estrellas,4672,""
2022-12-01,Litoral,Para Hoteles,1032,""
2022-12-01,Norte,1 y 2 estrellas,633,""
2022-12-01,Norte,3 estrellas/boutiques/aparts,1217,""
2022-12-01,Norte,4 y 5 estrellas,2380,""
2022-12-01,Norte,Para Hoteles,894,""
2022-12-01,Patagonia,1 y 2 estrellas,1583,""
2022-12-01,Patagonia,3 estrellas/boutiques/aparts,2816,""
2022-12-01,Patagonia,4 y 5 estrellas,5218,""
2022-12-01,Patagonia,Para Hoteles,1989,""
2023-01-01,Buenos Aires,1 y 2 estrellas,2005,""
2023-01-01,Buenos Aires,3 estrellas/boutiques/aparts,3212,""
2023-01-01,Buenos Aires,4 y 5 estrellas,2493,""
2023-01-01,Buenos Aires,Para Hoteles,3851,""
2023-01-01,CABA,1 y 2 estrellas,660,""
2023-01-01,CABA,3 estrellas/boutiques/aparts,2224,""
2023-01-01,CABA,4 y 5 estrellas,8437,""
2023-01-01,CABA,Para Hoteles,1092,""
2023-01-01,Cuyo,1 y 2 estrellas,772,""
2023-01-01,Cuyo,3 estrellas/boutiques/aparts,1285,""
2023-01-01,Cuyo,4 y 5 estrellas,3125,""
2023-01-01,Cuyo,Para Hoteles,618,""
2023-01-01,Córdoba,1 y 2 estrellas,1055,""
2023-01-01,Córdoba,3 estrellas/boutiques/aparts,1702,""
2023-01-01,Córdoba,4 y 5 estrellas,1091,""
2023-01-01,Córdoba,Para Hoteles,2186,""
2023-01-01,Litoral,1 y 2 estrellas,479,""
2023-01-01,Litoral,3 estrellas/boutiques/aparts,1581,""
2023-01-01,Litoral,4 y 5 estrellas,4774,""
2023-01-01,Litoral,Para Hoteles,1180,""
2023-01-01,Norte,1 y 2 estrellas,714,""
2023-01-01,Norte,3 estrellas/boutiques/aparts,1247,""
2023-01-01,Norte,4 y 5 estrellas,2209,""
2023-01-01,Norte,Para Hoteles,1198,""
2023-01-01,Patagonia,1 y 2 estrellas,1753,""
2023-01-01,Patagonia,3 estrellas/boutiques/aparts,3064,""
2023-01-01,Patagonia,4 y 5 estrellas,5635,""
2023-01-01,Patagonia,Para Hoteles,2546,""
2023-02-01,Buenos Aires,1 y 2 estrellas,1965,""
2023-02-01,Buenos Aires,3 estrellas/boutiques/aparts,3330,""
2023-02-01,Buenos Aires,4 y 5 estrellas,2408,""
2023-02-01,Buenos Aires,Para Hoteles,3734,""
2023-02-01,CABA,1 y 2 estrellas,714,""
2023-02-01,CABA,3 estrellas/boutiques/aparts,2222,""
2023-02-01,CABA,4 y 5 estrellas,8888,""
2023-02-01,CABA,Para Hoteles,1038,""
2023-02-01,Cuyo,1 y 2 estrellas,810,""
2023-02-01,Cuyo,3 estrellas/boutiques/aparts,1318,""
2023-02-01,Cuyo,4 y 5 estrellas,2982,""
2023-02-01,Cuyo,Para Hoteles,628,""
2023-02-01,Córdoba,1 y 2 estrellas,1065,""
2023-02-01,Córdoba,3 estrellas/boutiques/aparts,1675,""
2023-02-01,Córdoba,4 y 5 estrellas,1041,""
2023-02-01,Córdoba,Para Hoteles,2192,""
2023-02-01,Litoral,1 y 2 estrellas,533,""
2023-02-01,Litoral,3 estrellas/boutiques/aparts,1494,""
2023-02-01,Litoral,4 y 5 estrellas,5041,""
2023-02-01,Litoral,Para Hoteles,1283,""
2023-02-01,Norte,1 y 2 estrellas,677,""
2023-02-01,Norte,3 estrellas/boutiques/aparts,1253,""
2023-02-01,Norte,4 y 5 estrellas,2321,""
2023-02-01,Norte,Para Hoteles,1233,""
2023-02-01,Patagonia,1 y 2 estrellas,1637,""
2023-02-01,Patagonia,3 estrellas/boutiques/aparts,2977,""
2023-02-01,Patagonia,4 y 5 estrellas,5344,""
2023-02-01,Patagonia,Para Hoteles,2528,""
2023-03-01,Buenos Aires,1 y 2 estrellas,1095,""
2023-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2581,""
2023-03-01,Buenos Aires,4 y 5 estrellas,2236,""
2023-03-01,Buenos Aires,Para Hoteles,2803,""
2023-03-01,CABA,1 y 2 estrellas,688,""
2023-03-01,CABA,3 estrellas/boutiques/aparts,2561,""
2023-03-01,CABA,4 y 5 estrellas,8259,""
2023-03-01,CABA,Para Hoteles,968,""
2023-03-01,Cuyo,1 y 2 estrellas,753,""
2023-03-01,Cuyo,3 estrellas/boutiques/aparts,1215,""
2023-03-01,Cuyo,4 y 5 estrellas,3530,""
2023-03-01,Cuyo,Para Hoteles,565,""
2023-03-01,Córdoba,1 y 2 estrellas,826,""
2023-03-01,Córdoba,3 estrellas/boutiques/aparts,1688,""
2023-03-01,Córdoba,4 y 5 estrellas,1179,""
2023-03-01,Córdoba,Para Hoteles,1880,""
2023-03-01,Litoral,1 y 2 estrellas,499,""
2023-03-01,Litoral,3 estrellas/boutiques/aparts,1451,""
2023-03-01,Litoral,4 y 5 estrellas,5056,""
2023-03-01,Litoral,Para Hoteles,1237,""
2023-03-01,Norte,1 y 2 estrellas,806,""
2023-03-01,Norte,3 estrellas/boutiques/aparts,1305,""
2023-03-01,Norte,4 y 5 estrellas,2406,""
2023-03-01,Norte,Para Hoteles,1152,""
2023-03-01,Patagonia,1 y 2 estrellas,1315,""
2023-03-01,Patagonia,3 estrellas/boutiques/aparts,2773,""
2023-03-01,Patagonia,4 y 5 estrellas,5250,""
2023-03-01,Patagonia,Para Hoteles,2142,""
2023-04-01,Buenos Aires,1 y 2 estrellas,878,""
2023-04-01,Buenos Aires,3 estrellas/boutiques/aparts,2018,""
2023-04-01,Buenos Aires,4 y 5 estrellas,2105,""
2023-04-01,Buenos Aires,Para Hoteles,2373,""
2023-04-01,CABA,1 y 2 estrellas,671,""
2023-04-01,CABA,3 estrellas/boutiques/aparts,2339,""
2023-04-01,CABA,4 y 5 estrellas,8186,""
2023-04-01,CABA,Para Hoteles,911,""
2023-04-01,Cuyo,1 y 2 estrellas,755,""
2023-04-01,Cuyo,3 estrellas/boutiques/aparts,1237,""
2023-04-01,Cuyo,4 y 5 estrellas,2870,""
2023-04-01,Cuyo,Para Hoteles,542,""
2023-04-01,Córdoba,1 y 2 estrellas,772,""
2023-04-01,Córdoba,3 estrellas/boutiques/aparts,1652,""
2023-04-01,Córdoba,4 y 5 estrellas,1083,""
2023-04-01,Córdoba,Para Hoteles,1727,""
2023-04-01,Litoral,1 y 2 estrellas,510,""
2023-04-01,Litoral,3 estrellas/boutiques/aparts,1531,""
2023-04-01,Litoral,4 y 5 estrellas,5422,""
2023-04-01,Litoral,Para Hoteles,1243,""
2023-04-01,Norte,1 y 2 estrellas,958,""
